application_id,city,zip,application_submission_date,facility_type,sector,pv_capacity_kw,total_system_costs,total_rebate,mounting_location,ppa_lease,payment_status,geothermal_capacity_tons,solar_water_capacity_sq_ft,wind_capacity_kw
6178,Lewes,19958,2016-07-07 00:34:00,Geothermal,residential,,31750.0,5000.0,,,Paid,7.0,,
7974,Middletown,19709,2016-07-07 01:39:00,PV,residential,15960.0,50000.0,3300.0,rooftop,owned,Paid,,,
8117,Newark,19711,2016-07-13 18:24:00,PV,residential,5355.0,18903.0,1000.0,rooftop,lease,Pending,,,
8120,Clayton,19938,2016-07-13 18:39:00,PV,residential,7395.0,24192.0,3229.0,rooftop,owned,Pending,,,
8085,Rehoboth Beach,19971,2016-07-15 18:34:00,PV,residential,7280.0,24000.0,3206.0,rooftop,owned,Paid,,,
8002,Middletown,19709,2016-07-17 23:17:00,PV,residential,15120.0,45360.0,3300.0,rooftop,owned,Paid,,,
7979,Newark,19713,2016-07-18 13:06:00,PV,residential,8990.0,30254.0,3300.0,rooftop,owned,Paid,,,
8090,Rehoboth Beach,19971,2016-07-18 16:34:00,PV,residential,12540.0,30500.0,3300.0,rooftop,owned,Paid,,,
7103,Hockessin,19707,2016-07-20 20:57:00,PV,residential,9720.0,29160.0,3300.0,rooftop,owned,Paid,,,
5784,Rehoboth Beach,19971,2016-07-21 12:56:00,PV,residential,6500.0,29500.0,4625.0,rooftop,owned,Paid,,,
6947,Rehoboth Beach,19971,2016-07-21 14:48:00,PV,residential,5720.0,29500.0,2894.0,rooftop,owned,Paid,,,
7843,Middletown,19709,2016-07-22 11:42:00,PV,residential,8400.0,40000.0,3300.0,rooftop,owned,Paid,,,
8193,Newark,19702,2016-07-25 16:47:00,PV,residential,7560.0,32192.0,3300.0,rooftop,owned,Paid,,,
8185,Ocean View,19970-9179,2016-07-25 18:59:00,Geothermal,residential,,31600.0,3700.0,,,Paid,5.0,,
8092,Milton,19968,2016-07-26 17:49:00,PV,residential,12600.0,31750.0,3300.0,rooftop,owned,Paid,,,
8202,Middletown,19709,2016-07-26 22:23:00,PV,residential,7500.0,23220.0,3250.0,rooftop,owned,Unpaid,,,
8100,Harrington,19952,2016-07-27 12:36:00,PV,residential,5940.0,19000.0,1000.0,rooftop,lease,Paid,,,
8074,Rehoboth Beach,19971,2016-07-28 12:44:00,PV,residential,5720.0,18590.0,2894.0,rooftop,owned,Paid,,,
7976,Lewes,19958,2016-07-28 12:44:00,PV,non_profit,27300.0,67600.0,22350.0,rooftop,owned,Paid,,,
8208,Rehoboth Beach,19971,2016-07-28 13:59:00,Geothermal,residential,,22500.0,3700.0,,,Paid,5.0,,
8064,Bridgeville,19933,2016-07-28 14:18:00,PV,residential,2385.0,29481.0,1000.0,rooftop,lease,Paid,,,
8233,Middletown,19709,2016-07-28 21:10:00,PV,residential,9000.0,31770.0,1000.0,rooftop,lease,Pending,,,
8197,Townsend,19734,2016-07-30 23:47:00,PV,residential,5000.0,33221.0,2750.0,rooftop,owned,Paid,,,
8194,Harrington,19952,2016-08-01 14:09:00,PV,residential,8125.0,29000.0,1000.0,ground,lease,Paid,,,
7013,Wilmington,19808,2016-08-01 21:31:00,PV,residential,8100.0,29970.0,3300.0,rooftop,owned,Paid,,,
8053,Rehoboth Beach,19971,2016-08-02 17:10:00,PV,residential,14820.0,86775.0,1000.0,rooftop,ppa,Paid,,,
8259,Rehoboth Beach,19971,2016-08-02 19:03:00,PV,residential,7155.0,22109.0,3181.0,rooftop,owned,Paid,,,
8083,Milton,19968,2016-08-03 12:54:00,PV,residential,7800.0,24570.0,3300.0,rooftop,owned,Paid,,,
8178,Townsend,19734,2016-08-05 14:19:00,PV,residential,7800.0,26000.0,3300.0,ground,owned,Paid,,,
8176,Bethany Beach,19930,2016-08-09 18:57:00,PV,residential,5700.0,18000.0,2890.0,rooftop,owned,Paid,,,
8283,Lewes,19958,2016-08-10 13:10:00,PV,non_profit,13780.0,68900.0,14085.0,rooftop,owned,Unpaid,,,
8213,Townsend,19734,2016-08-12 14:41:00,PV,residential,8320.0,83304.0,1000.0,rooftop,lease,Paid,,,
8013,Milton,19968,2016-08-12 15:32:00,PV,residential,7950.0,35378.0,1000.0,rooftop,lease,Paid,,,
7554,Ellendale,19941,2016-08-12 15:38:00,PV,residential,7685.0,38425.0,1000.0,rooftop,lease,Paid,,,
8067,Millsboro,19966,2016-08-12 15:44:00,PV,residential,2120.0,9434.0,1000.0,rooftop,ppa,Paid,,,
8177,Bridgeville,19933,2016-08-12 16:18:00,PV,residential,3900.0,17355.0,1000.0,rooftop,lease,Paid,,,
8165,Lewes,19958,2016-08-12 16:27:00,PV,residential,4680.0,67106.0,1000.0,rooftop,lease,Paid,,,
7804,Middletown,19709,2016-08-15 17:13:00,PV,residential,5565.0,24764.0,1000.0,rooftop,ppa,Paid,,,
8228,Newark,19702,2016-08-15 17:19:00,PV,residential,4160.0,18512.0,1000.0,rooftop,ppa,Paid,,,
7436,Bridgeville,19933,2016-08-16 16:16:00,PV,residential,1855.0,23850.0,1000.0,rooftop,lease,Paid,,,
7971,Lewes,19958,2016-08-16 22:33:00,PV,residential,9100.0,40495.0,1000.0,rooftop,lease,Paid,,,
8297,Wilmington,19803,2016-08-16 22:48:00,PV,residential,8000.0,30653.0,3300.0,rooftop,owned,Unpaid,,,
8033,Dover,19904,2016-08-16 22:48:00,PV,residential,8320.0,50908.0,1000.0,rooftop,lease,Paid,,,
8068,Wilmingon,19803,2016-08-16 22:48:00,PV,residential,2080.0,23140.0,1000.0,rooftop,lease,Paid,,,
7705,Lewes,19958,2016-08-16 23:01:00,PV,residential,7685.0,34198.0,1000.0,rooftop,lease,Paid,,,
8048,Rehoboth Beach,19971,2016-08-16 23:03:00,PV,residential,5565.0,24764.0,1000.0,rooftop,lease,Paid,,,
7796,Camden,19934,2016-08-16 23:17:00,PV,residential,3675.0,16354.0,1000.0,rooftop,lease,Paid,,,
7713,Frankford,19945,2016-08-16 23:21:00,PV,residential,8745.0,47170.0,1000.0,rooftop,lease,Paid,,,
8260,Bridgeville,19933,2016-08-16 23:27:00,PV,residential,7020.0,31239.0,1000.0,rooftop,lease,Paid,,,
7613,New Castle,19720,2016-08-16 23:46:00,PV,residential,5980.0,57200.0,1000.0,rooftop,ppa,Paid,,,
8115,Odessa,19730,2016-08-16 23:57:00,PV,residential,4940.0,31239.0,1000.0,rooftop,ppa,Paid,,,
8215,Wilmington,19808,2016-08-17 15:13:00,PV,residential,9360.0,41652.0,1000.0,rooftop,lease,Paid,,,
7463,Lincoln,19960,2016-08-17 15:20:00,PV,residential,5200.0,26000.0,1000.0,rooftop,lease,Paid,,,
8214,Camden,19934,2016-08-17 15:38:00,PV,residential,2600.0,27768.0,1000.0,rooftop,lease,Paid,,,
8294,Rehoboth Beach,19971,2016-08-18 12:46:00,PV,residential,14040.0,65000.0,1000.0,rooftop,ppa,Paid,,,
8103,Rehoboth Beach,19971,2016-08-18 12:47:00,PV,residential,10920.0,33306.0,3300.0,rooftop,owned,Paid,,,
7284,Millsboro,19966,2016-08-18 16:30:00,PV,residential,6240.0,42900.0,1000.0,rooftop,ppa,Paid,,,
7389,Millsboro,19966,2016-08-18 16:42:00,PV,residential,3975.0,19875.0,1000.0,rooftop,lease,Paid,,,
7692,Millsboro,19966,2016-08-18 16:57:00,PV,residential,6890.0,45991.0,1000.0,rooftop,lease,Unpaid,,,
7959,Camden,19934,2016-08-18 19:18:00,PV,residential,13260.0,59007.0,1000.0,rooftop,lease,Paid,,,
8124,Felton,19943,2016-08-18 19:38:00,PV,residential,3180.0,54245.0,1000.0,rooftop,ppa,Paid,,,
7677,New Castle,19720,2016-08-18 19:44:00,PV,residential,4770.0,42453.0,1000.0,rooftop,lease,Paid,,,
8241,Dover,19901,2016-08-18 19:51:00,PV,residential,5200.0,40495.0,1000.0,rooftop,lease,Paid,,,
7953,Camden,19934,2016-08-18 21:28:00,PV,residential,6760.0,30082.0,1000.0,rooftop,lease,Paid,,,
8087,Millsboro,19966,2016-08-18 22:14:00,PV,residential,10140.0,86775.0,1000.0,rooftop,lease,Paid,,,
8168,Rehoboth Beach,19971,2016-08-18 22:43:00,PV,residential,15600.0,69420.0,1000.0,rooftop,lease,Paid,,,
7507,Milford,19963,2016-08-19 14:24:00,PV,residential,7420.0,74200.0,1000.0,rooftop,lease,Paid,,,
8079,Camden,19934,2016-08-19 14:26:00,PV,residential,5700.0,20326.0,2890.0,rooftop,owned,Paid,,,
7898,Milton,19968,2016-08-19 14:35:00,PV,residential,2650.0,23585.0,1000.0,rooftop,lease,Paid,,,
7637,Millsboro,19966,2016-08-19 14:42:00,PV,residential,8745.0,59625.0,1000.0,rooftop,lease,Paid,,,
7949,Laurel,19956,2016-08-19 14:47:00,PV,residential,11960.0,53222.0,1000.0,rooftop,lease,Paid,,,
7390,Laurel,19956,2016-08-19 14:52:00,PV,residential,9540.0,47700.0,1000.0,rooftop,ppa,Paid,,,
8272,Georgetown,19947,2016-08-19 23:37:00,PV,residential,7420.0,33019.0,1000.0,rooftop,lease,Paid,,,
7948,Milton,19968,2016-08-19 23:44:00,PV,residential,7020.0,53222.0,1000.0,rooftop,lease,Paid,,,
7708,Newark,19702,2016-08-22 14:15:00,PV,residential,5460.0,45123.0,1000.0,rooftop,ppa,Paid,,,
7518,Newark,19711,2016-08-22 14:26:00,PV,residential,4420.0,29900.0,1000.0,rooftop,lease,Paid,,,
7913,Wilmington,19803,2016-08-22 14:38:00,PV,residential,2080.0,21982.0,1000.0,rooftop,lease,Paid,,,
8108,Millsboro,19966,2016-08-22 14:43:00,PV,residential,2915.0,27123.0,1000.0,rooftop,ppa,Paid,,,
8040,Rehoboth Beach,19971,2016-08-23 16:38:00,PV,residential,13780.0,61321.0,1000.0,rooftop,ppa,Paid,,,
8055,Millsboro,19966,2016-08-23 16:54:00,PV,residential,7685.0,34198.0,1000.0,rooftop,lease,Paid,,,
8210,Rehoboth Beach,19971,2016-08-23 16:58:00,PV,residential,8745.0,69576.0,1000.0,rooftop,ppa,Paid,,,
7901,Smyrna,19977,2016-08-23 17:02:00,PV,residential,15080.0,87932.0,1000.0,rooftop,lease,Paid,,,
8158,Rehoboth Beach,19971,2016-08-23 17:06:00,PV,residential,10140.0,45123.0,1000.0,rooftop,lease,Paid,,,
8301,South Bethany beach,19930,2016-08-23 19:56:00,Geothermal,residential,,33500.0,5000.0,,,Paid,8.0,,
8081,Lewes,19958,2016-08-23 21:50:00,PV,residential,9920.0,33450.0,3300.0,rooftop,owned,Paid,,,
8314,Kenton,19955,2016-08-23 22:54:00,PV,residential,14025.0,49508.0,3300.0,rooftop,owned,Unpaid,,,
7412,Rehoboth Beach,19971,2016-08-24 14:02:00,PV,residential,6625.0,63600.0,1000.0,rooftop,lease,Paid,,,
8160,Ocean View,19970,2016-08-24 19:49:00,PV,residential,10920.0,48594.0,1000.0,rooftop,lease,Paid,,,
8036,Bridgeville,19933,2016-08-24 20:07:00,PV,residential,7280.0,32396.0,1000.0,rooftop,lease,Paid,,,
8274,Milton,19968,2016-08-24 20:17:00,PV,residential,6625.0,74293.0,1000.0,rooftop,lease,Paid,,,
7204,Seaford,19973,2016-08-24 20:40:00,PV,residential,8320.0,41600.0,1000.0,rooftop,lease,Unpaid,,,
7298,Bridgeville,19933,2016-08-24 20:53:00,PV,residential,2340.0,11700.0,1000.0,rooftop,lease,Paid,,,
8162,Selbyville,19975,2016-08-24 23:48:00,PV,residential,11440.0,50907.0,1000.0,rooftop,lease,Paid,,,
7447,Camden,19934,2016-08-25 14:47:00,PV,residential,9100.0,45500.0,1000.0,rooftop,ppa,Paid,,,
7474,Harrington,19952,2016-08-25 14:53:00,PV,residential,3120.0,52000.0,1000.0,rooftop,ppa,Paid,,,
7832,Laurel,19956,2016-08-25 15:02:00,PV,residential,10600.0,47170.0,1000.0,rooftop,lease,Paid,,,
8245,Greenwood,19950,2016-08-25 15:19:00,PV,residential,11440.0,85618.0,1000.0,rooftop,lease,Paid,,,
7918,Dover,19901,2016-08-25 15:27:00,PV,residential,5300.0,23585.0,1000.0,rooftop,ppa,Paid,,,
7819,Lewes,19958,2016-08-26 14:33:00,PV,residential,10070.0,44812.0,1000.0,rooftop,lease,Paid,,,
7797,Ocean View,19970,2016-08-26 14:39:00,PV,residential,9880.0,59007.0,1000.0,rooftop,lease,Paid,,,
8035,Millsboro,19966,2016-08-26 14:55:00,PV,residential,8840.0,39338.0,1000.0,rooftop,lease,Paid,,,
8138,Rehoboth Beach,19971,2016-08-26 15:08:00,PV,residential,8840.0,39338.0,1000.0,rooftop,lease,Paid,,,
7411,Dover,19901,2016-08-26 15:59:00,PV,residential,8580.0,42900.0,1000.0,rooftop,ppa,Paid,,,
7623,Georgetown,19947,2016-08-29 14:06:00,PV,residential,10070.0,50380.0,1000.0,rooftop,lease,Paid,,,
8127,Ocean View,19970,2016-08-29 14:18:00,PV,residential,7540.0,72891.0,1000.0,rooftop,lease,Paid,,,
8231,Ellendale,19941,2016-08-29 14:28:00,PV,residential,9100.0,40495.0,1000.0,rooftop,ppa,Paid,,,
8225,Kenton,19955,2016-08-29 14:52:00,PV,residential,13520.0,78676.0,1000.0,rooftop,lease,Paid,,,
8331,Wilmington,19810,2016-08-29 15:25:00,PV,residential,6720.0,24435.0,3094.0,rooftop,owned,Paid,,,
8188,Bethany Beach,19930,2016-08-29 19:35:00,Geothermal,residential,,35000.0,3700.0,,,Paid,5.0,,
7894,Bridgeville,19933,2016-08-30 15:13:00,PV,residential,7420.0,33019.0,1000.0,rooftop,lease,Paid,,,
7716,Seaford,19973,2016-08-30 15:21:00,PV,residential,8320.0,37023.0,1000.0,rooftop,lease,Paid,,,
7619,Clayton,19938,2016-08-31 14:04:00,PV,residential,8480.0,83475.0,1000.0,rooftop,lease,Paid,,,
7260,Viola,19979,2016-08-31 14:33:00,PV,residential,14300.0,71500.0,1000.0,rooftop,ppa,Paid,,,
8099,REHOBOTH BEACH,19971,2016-08-31 18:42:00,Geothermal,residential,,43500.0,5000.0,,,Paid,8.0,,
8333,Middletown,19709,2016-09-01 13:17:00,PV,residential,10080.0,35900.0,3300.0,rooftop,owned,Paid,,,
8106,Bear,19701,2016-09-01 15:16:00,PV,residential,5720.0,53222.0,1000.0,rooftop,ppa,Paid,,,
8128,Georgetown,19947,2016-09-01 16:03:00,PV,residential,7280.0,62478.0,1000.0,rooftop,lease,Paid,,,
8140,Dover,19901,2016-09-01 16:15:00,PV,residential,7540.0,47437.0,1000.0,rooftop,lease,Paid,,,
8155,Rehoboth Beach,19971,2016-09-01 16:31:00,PV,residential,5980.0,26611.0,1000.0,rooftop,lease,Paid,,,
8326,Millsboro,19966,2016-09-01 17:23:00,PV,residential,5200.0,23140.0,1000.0,rooftop,lease,Paid,,,
6593,Bethany Beach,19933,2016-09-01 21:40:00,Geothermal,residential,,68800.0,5000.0,,,Paid,10.0,,
7492,Rehoboth Beach,19971,2016-09-01 21:55:00,PV,residential,7950.0,39750.0,1000.0,rooftop,ppa,Paid,,,
8353,New Castle,19720,2016-09-02 00:28:00,PV,residential,5865.0,20703.0,1000.0,rooftop,lease,Pending,,,
8285,Rehoboth Beach,19971,2016-09-02 14:09:00,PV,residential,4240.0,53066.0,1000.0,rooftop,ppa,Paid,,,
7872,Millsboro,19966,2016-09-02 14:13:00,PV,residential,8320.0,37024.0,1000.0,rooftop,ppa,Paid,,,
7711,Lewes,19958,2016-09-02 14:43:00,PV,residential,12480.0,55536.0,1000.0,rooftop,lease,Paid,,,
8052,Clarksville,19970,2016-09-02 14:50:00,PV,residential,4770.0,67217.0,1000.0,rooftop,ppa,Paid,,,
8037,Rehoboth Beach,19971,2016-09-02 15:24:00,PV,residential,6760.0,50908.0,1000.0,rooftop,lease,Paid,,,
7357,Frankford,19945,2016-09-02 15:36:00,PV,residential,10920.0,54600.0,1000.0,rooftop,lease,Paid,,,
8030,Hockessin,19707,2016-09-02 15:41:00,PV,residential,8060.0,35867.0,1000.0,rooftop,ppa,Paid,,,
8355,Bear,19701,2016-09-02 22:46:00,PV,residential,7650.0,27005.0,3280.0,rooftop,owned,Unpaid,,,
8243,Laurel,19956,2016-09-05 14:26:00,PV,residential,8060.0,46280.0,1000.0,rooftop,lease,Paid,,,
7536,Delmar,19940,2016-09-05 14:31:00,PV,residential,4770.0,37100.0,1000.0,rooftop,ppa,Paid,,,
6852,Leipsic,19901,2016-09-05 14:50:00,PV,residential,1560.0,20800.0,858.0,rooftop,lease,Paid,,,
8257,Lewes,19958,2016-09-06 13:40:00,PV,residential,6500.0,21125.0,3050.0,rooftop,owned,Paid,,,
8273,Milton,19968,2016-09-06 15:17:00,PV,residential,7020.0,38181.0,1000.0,rooftop,lease,Paid,,,
8365,Hartly,19953,2016-09-06 23:02:00,PV,residential,1750.0,6178.0,962.5,rooftop,lease,Unpaid,,,
7640,Wilmington,19809,2016-09-07 15:31:00,PV,residential,2385.0,19875.0,1000.0,rooftop,lease,Paid,,,
7926,Magnolia,19962,2016-09-07 15:36:00,PV,residential,9010.0,40095.0,1000.0,rooftop,ppa,Paid,,,
7155,Houston,19954,2016-09-07 15:54:00,PV,residential,3750.0,31250.0,1000.0,rooftop,lease,Unpaid,,,
8076,Laurel,19956,2016-09-07 16:02:00,PV,residential,4940.0,75205.0,1000.0,rooftop,lease,Paid,,,
8360,Wilmington,19810,2016-09-07 16:29:00,PV,residential,5580.0,19025.0,2866.0,rooftop,owned,Paid,,,
8244,NEWARK,19713,2016-09-08 16:32:00,PV,residential,780.0,50908.0,429.0,rooftop,lease,Paid,,,
8171,Bear,19701,2016-09-08 16:37:00,PV,residential,6760.0,30082.0,1000.0,rooftop,lease,Paid,,,
8261,Bear,19701,2016-09-08 16:50:00,PV,residential,4420.0,15514.0,2431.0,rooftop,owned,Paid,,,
7715,Wilmington,19808,2016-09-08 16:57:00,PV,residential,12720.0,56604.0,1000.0,rooftop,lease,Paid,,,
7377,Millsboro,19966,2016-09-08 17:15:00,PV,residential,8480.0,42400.0,1000.0,rooftop,lease,Paid,,,
8357,Bethel,19931,2016-09-08 18:18:00,PV,residential,12090.0,35590.0,3300.0,rooftop,owned,Paid,,,
8282,Newark,19702,2016-09-08 19:17:00,PV,residential,8100.0,25950.0,3300.0,rooftop,owned,Paid,,,
7355,Dover,19901,2016-09-08 21:35:00,PV,residential,10400.0,52000.0,1000.0,rooftop,lease,Paid,,,
8145,Rehoboth Beach,19971,2016-09-09 19:49:00,PV,residential,4680.0,20826.0,1000.0,rooftop,lease,Paid,,,
8275,Seaford,19973,2016-09-12 16:40:00,PV,residential,5720.0,50908.0,1000.0,rooftop,lease,Paid,,,
8131,Seaford,19973,2016-09-12 17:19:00,PV,residential,10920.0,48594.0,1000.0,rooftop,lease,Paid,,,
8198,Milton,19968,2016-09-13 16:47:00,PV,residential,15340.0,68263.0,1000.0,rooftop,lease,Paid,,,
7481,Wilmington,19808,2016-09-13 17:07:00,PV,residential,6500.0,32500.0,1000.0,ground,ppa,Unpaid,,,
7299,Wilmington,19810,2016-09-13 17:28:00,PV,residential,7020.0,35100.0,1000.0,rooftop,ppa,Paid,,,
7489,Wilmington,19810,2016-09-13 19:25:00,PV,residential,8320.0,46800.0,1000.0,rooftop,ppa,Paid,,,
7556,Newark,19711,2016-09-13 19:38:00,PV,residential,9010.0,60950.0,1000.0,rooftop,lease,Paid,,,
7908,Wilmington,19803,2016-09-13 19:46:00,PV,residential,3120.0,50908.0,1000.0,rooftop,lease,Paid,,,
7529,Newark,19702,2016-09-13 20:27:00,PV,residential,4680.0,23400.0,1000.0,rooftop,ppa,Paid,,,
8166,Harrington,19952,2016-09-13 20:49:00,PV,residential,9880.0,43967.0,1000.0,rooftop,lease,Paid,,,
7762,Townsend,19734,2016-09-14 13:30:00,PV,residential,14040.0,44424.0,3300.0,rooftop,owned,Paid,,,
7173,New Castle,19720,2016-09-14 15:20:00,PV,residential,6500.0,32500.0,1000.0,rooftop,lease,Unpaid,,,
8054,New Castle,19720,2016-09-14 15:47:00,PV,residential,6625.0,29481.0,1000.0,rooftop,ppa,Paid,,,
7945,Newark,19713,2016-09-14 16:19:00,PV,residential,4420.0,41652.0,1000.0,rooftop,lease,Unpaid,,,
7205,Newark,19711,2016-09-14 16:40:00,PV,residential,7280.0,36401.0,1000.0,rooftop,ppa,Paid,,,
7519,New Castle,19720,2016-09-14 17:09:00,PV,residential,9620.0,48100.0,1000.0,rooftop,ppa,Paid,,,
7534,Wilmington,19803,2016-09-14 17:17:00,PV,residential,3640.0,31200.0,1000.0,rooftop,lease,Unpaid,,,
7870,South Bethany,19930,2016-09-14 17:24:00,PV,residential,6095.0,43632.0,1000.0,rooftop,ppa,Paid,,,
7800,New Castle,19720,2016-09-15 14:22:00,PV,residential,5565.0,24764.0,1000.0,rooftop,ppa,Paid,,,
7691,Newark,19713,2016-09-15 14:31:00,PV,residential,6095.0,35378.0,1000.0,rooftop,lease,Unpaid,,,
7707,Newark,19711,2016-09-15 14:41:00,PV,residential,3975.0,17689.0,1000.0,rooftop,lease,Paid,,,
7813,Bear,19701,2016-09-15 14:47:00,PV,residential,8480.0,80189.0,1000.0,rooftop,lease,Paid,,,
7546,Bear,19701,2016-09-15 14:53:00,PV,residential,10070.0,87450.0,1000.0,rooftop,ppa,Paid,,,
8023,Seaford,19973,2016-09-15 15:03:00,PV,residential,6240.0,27768.0,1000.0,rooftop,lease,Paid,,,
7717,Felton,19943,2016-09-15 15:09:00,PV,residential,12500.0,55625.0,1000.0,rooftop,ppa,Paid,,,
7854,Newark,19702,2016-09-15 20:58:00,PV,residential,8000.0,22245.0,3300.0,rooftop,owned,Unpaid,,,
7654,Lewes,19958,2016-09-16 14:19:00,PV,residential,13000.0,94874.0,1000.0,rooftop,lease,Paid,,,
7907,Bear,19701,2016-09-16 14:30:00,PV,residential,6760.0,64792.0,1000.0,rooftop,ppa,Paid,,,
8098,Rehoboth Beach,19971,2016-09-16 14:52:00,PV,residential,5460.0,17745.0,2842.0,rooftop,owned,Paid,,,
8057,Newark,19711,2016-09-16 21:35:00,PV,residential,4770.0,62500.0,1000.0,rooftop,ppa,Unpaid,,,
8104,Bear,19701,2016-09-16 21:51:00,PV,residential,7020.0,31239.0,1000.0,rooftop,ppa,Paid,,,
7516,Bear,19701,2016-09-16 21:58:00,PV,residential,7800.0,39000.0,1000.0,rooftop,ppa,Paid,,,
7478,Dover,19901,2016-09-19 14:43:00,PV,residential,5720.0,28599.0,1000.0,rooftop,ppa,Unpaid,,,
8348,Newark,19713,2016-09-19 14:47:00,PV,residential,3975.0,38542.0,1000.0,rooftop,lease,Paid,,,
7490,Bear,19701,2016-09-19 14:59:00,PV,residential,5830.0,37100.0,1000.0,rooftop,lease,Paid,,,
8039,New Castle,19720,2016-09-19 15:03:00,PV,residential,3120.0,27768.0,1000.0,rooftop,ppa,Unpaid,,,
8044,Bear,19701,2016-09-19 15:07:00,PV,residential,4505.0,36557.0,1000.0,rooftop,ppa,Paid,,,
7852,Middletown,19709,2016-09-19 15:13:00,PV,residential,7800.0,72891.0,1000.0,rooftop,lease,Paid,,,
8070,Laurel,19956,2016-09-19 15:35:00,PV,residential,4680.0,41652.0,1000.0,rooftop,lease,Paid,,,
7780,Wilmington,19804,2016-09-19 15:47:00,PV,residential,9880.0,43966.0,1000.0,rooftop,lease,Paid,,,
8222,Wilmington,19803,2016-09-19 16:03:00,PV,residential,8580.0,43966.0,1000.0,rooftop,lease,Paid,,,
7170,Newark,19702,2016-09-19 16:13:00,PV,residential,6890.0,34450.0,1000.0,rooftop,lease,Paid,,,
7571,Bear,19701,2016-09-19 16:25:00,PV,residential,9275.0,46374.0,1000.0,rooftop,ppa,Paid,,,
7921,Bear,19701,2016-09-19 16:39:00,PV,residential,5200.0,23140.0,1000.0,rooftop,ppa,Unpaid,,,
7497,Hockessin,19707,2016-09-19 17:18:00,PV,residential,14040.0,70200.0,1000.0,rooftop,ppa,Paid,,,
7850,Bear,19701,2016-09-19 17:24:00,PV,residential,5355.0,49929.0,1000.0,rooftop,lease,Paid,,,
7688,Wilmington,19810,2016-09-19 17:30:00,PV,residential,8580.0,38181.0,1000.0,rooftop,lease,Paid,,,
8046,New Castle,19720,2016-09-19 17:38:00,PV,residential,7280.0,55536.0,1000.0,rooftop,ppa,Paid,,,
7685,Claymont,19703,2016-09-19 17:46:00,PV,residential,5830.0,66038.0,1000.0,rooftop,ppa,Paid,,,
7646,Middletown,19709,2016-09-19 17:55:00,PV,residential,8840.0,39338.0,1000.0,rooftop,lease,Paid,,,
8066,Wilmington,19808,2016-09-19 18:28:00,PV,residential,6500.0,42809.0,1000.0,rooftop,ppa,Paid,,,
8049,Claymont,19703,2016-09-19 18:33:00,PV,residential,3640.0,38181.0,1000.0,rooftop,lease,Paid,,,
7954,Wilmington,19804,2016-09-19 18:37:00,PV,residential,8320.0,47437.0,1000.0,rooftop,lease,Paid,,,
7938,Newark,19702,2016-09-19 18:48:00,PV,residential,8320.0,62478.0,1000.0,rooftop,lease,Paid,,,
8351,Millsboro,19966,2016-09-19 18:52:00,PV,residential,5200.0,50908.0,1000.0,rooftop,lease,Paid,,,
7825,Middletown,19709,2016-09-20 14:21:00,PV,residential,3710.0,16510.0,1000.0,rooftop,ppa,Paid,,,
7831,Bear,19701,2016-09-20 14:26:00,PV,residential,3180.0,30661.0,1000.0,rooftop,ppa,Paid,,,
7934,Newark,19702,2016-09-20 14:41:00,PV,residential,8215.0,36557.0,1000.0,rooftop,ppa,Paid,,,
7527,Middletown,19709,2016-09-20 14:43:00,PV,residential,7540.0,37700.0,1000.0,rooftop,ppa,Paid,,,
7667,Newark,19713,2016-09-20 14:49:00,PV,residential,4770.0,68397.0,1000.0,rooftop,lease,Paid,,,
8029,Newark,19702,2016-09-20 14:53:00,PV,residential,8840.0,71734.0,1000.0,rooftop,ppa,Paid,,,
8218,Wilmington,19803,2016-09-20 14:55:00,PV,residential,2600.0,53222.0,1000.0,rooftop,ppa,Paid,,,
8148,WIlmington,19808,2016-09-20 14:59:00,PV,residential,1300.0,10413.0,715.0,rooftop,lease,Unpaid,,,
8150,Wilmington,19808,2016-09-21 16:46:00,PV,residential,6760.0,37024.0,1000.0,rooftop,lease,Paid,,,
8174,Wilmington,19805,2016-09-21 17:06:00,PV,residential,780.0,20826.0,429.0,rooftop,lease,Paid,,,
7635,Townsend,19734,2016-09-21 17:39:00,PV,residential,4505.0,22525.0,1000.0,rooftop,lease,Paid,,,
8329,Newark,19711,2016-09-21 17:54:00,PV,residential,1560.0,24297.0,858.0,rooftop,lease,Paid,,,
7920,Bear,19701,2016-09-21 18:30:00,PV,residential,3380.0,52065.0,1000.0,rooftop,ppa,Paid,,,
7496,WIlmington,19803,2016-09-21 18:58:00,PV,residential,2860.0,55900.0,1000.0,rooftop,lease,Unpaid,,,
8109,Newark,19702,2016-09-21 19:06:00,PV,residential,7800.0,34710.0,1000.0,rooftop,ppa,Unpaid,,,
7186,Wilmington,19803,2016-09-21 19:53:00,PV,residential,4680.0,23401.0,1000.0,rooftop,ppa,Unpaid,,,
8142,Bear,19701,2016-09-22 14:10:00,PV,residential,9100.0,67106.0,1000.0,rooftop,lease,Paid,,,
7441,Lewes,19958,2016-09-23 14:44:00,PV,residential,7420.0,37100.0,1000.0,rooftop,ppa,Paid,,,
8318,Wilmington,19810,2016-09-23 14:49:00,PV,residential,7020.0,45123.0,1000.0,rooftop,ppa,Unpaid,,,
8251,Newark,19711,2016-09-23 15:07:00,PV,residential,8060.0,41652.0,1000.0,rooftop,lease,Paid,,,
8229,New Castle,19720,2016-09-23 15:12:00,PV,residential,2860.0,12727.0,1000.0,rooftop,lease,Unpaid,,,
