application_id,city,zip,application_submission_date,facility_type,sector,pv_capacity_kw,total_system_costs,total_rebate,mounting_location,ppa_lease,payment_status,geothermal_capacity_tons,solar_water_capacity_sq_ft,wind_capacity_kw
R00234,Viola,19979,2007-07-27 00:00:00,Geothermal,Residential,,18580.0,3000.0,,,Paid,5.0,,
R00232,Lewes,19958,2007-07-27 00:00:00,Geothermal,Residential,,17483.0,3000.0,,,Paid,3.5,,
NR00029,Wilmington,19804,2007-08-01 00:00:00,PV,Non_Residential,39.2,284200.0,71050.0,,,Paid,,,
NR00030,Newark,19702,2007-08-01 00:00:00,PV,Non_Residential,24.0,155693.19,77846.6,,,Paid,,,
NR00028,Claymont,19703,2007-08-01 00:00:00,PV,Non_Residential,4.4,10560.0,5280.0,,,Paid,,,
NR00027,Wilmington,19809,2007-08-13 00:00:00,PV,Non_Residential,1.456,14531.34,7265.69,,,Paid,,,
R00237,Wilmington,19808,2007-08-13 00:00:00,Solar Water Heating,Residential,,8000.0,3000.0,,,Paid,,96.0,
R00236,Wilmington,19808,2007-08-13 00:00:00,PV,Residential,2.0,16000.0,7981.5,,,Paid,,,
R00239,Ocean View,19970,2007-08-13 00:00:00,PV,Residential,5.2,45150.0,22575.0,,,Paid,,,
R00248,Rehoboth Beach,19971,2007-08-14 00:00:00,Wind,Residential,,12380.0,5000.0,,,Paid,,,2.0
R00238,Middletown,19709,2007-08-14 00:00:00,PV,Residential,5.4,42660.0,21330.0,,,Paid,,,
R00240,New Castle,19720,2007-08-15 00:00:00,PV,Residential,3.0,27524.0,13762.0,,,Paid,,,
R00241,Townsend,19734,2007-08-15 00:00:00,PV,Residential,6.0,44969.0,22484.0,,,Paid,,,
R00242,Middletown,19709,2007-08-20 00:00:00,PV,Residential,1.8,19337.0,9668.5,,,Paid,,,
R00243,Newark,19711,2007-08-30 00:00:00,Geothermal,Residential,,48365.0,3000.0,,,Paid,10.0,,
NR00031,Rehoboth Beach,19971,2007-08-30 00:00:00,PV,Non_Residential,6.2,48000.0,24000.0,,,Paid,,,
R00373,Middletown,19709,2007-09-04 00:00:00,Geothermal,Residential,,45813.0,3000.0,,,Paid,5.0,,
R00244,South Bethany Beach,19930,2007-09-05 00:00:00,Geothermal,Residential,,24800.0,3000.0,,,Paid,5.0,,
R00245,Rehoboth Beach,19971,2007-09-07 00:00:00,PV,Residential,3.0,24000.0,12000.0,,,Paid,,,
R00246,Rehoboth Beach,19971,2007-09-07 00:00:00,PV,Residential,4.4,35200.0,16492.86,,,Paid,,,
R00247,Newark,19711,2007-09-10 00:00:00,Geothermal,Residential,,18000.0,2400.0,,,Paid,4.0,,
NR00032,Wilmington,19807,2007-09-10 00:00:00,PV,Non_Residential,2.0,24000.0,12000.0,,,Paid,,,
R00230,Bethany Beach,19930,2007-09-10 00:00:00,Geothermal,Residential,,21825.0,3000.0,,,Paid,5.0,,
R00251,Newark,19711,2007-09-12 00:00:00,PV,Residential,6.12,50120.0,25060.0,,,Paid,,,
R00253,Laurel,19956,2007-09-19 00:00:00,Geothermal,Residential,,17500.0,3000.0,,,Paid,9.0,,
R00258,Bear,19701,2007-09-21 00:00:00,PV,Residential,6.0,47171.0,23585.5,,,Paid,,,
NR00033,Smyrna,19977,2007-10-04 00:00:00,PV,Non_Residential,30.0,229787.0,114893.5,,,Paid,,,
R00255,Newark,19711,2007-10-09 00:00:00,Geothermal,Residential,,16728.0,2400.0,,,Paid,4.0,,
R00254,Middletown,19709,2007-10-09 00:00:00,PV,Residential,7.8,58746.0,29373.0,,,Paid,,,
R00223,Rehoboth Beach,19971,2007-10-09 00:00:00,Geothermal,Residential,,40330.0,3000.0,,,Paid,12.5,,
R00252,Wilmington,19807,2007-10-09 00:00:00,PV,Residential,3.7,33300.0,16650.0,,,Paid,,,
R00257,Rehoboth Beach,19971,2007-10-09 00:00:00,PV,Residential,4.0,28400.0,14200.0,,,Paid,,,
R00259,Laurel,19956,2007-10-19 00:00:00,Geothermal,Residential,,17200.0,1800.0,,,Paid,3.0,,
NR00034,Delaware City,19706,2007-10-19 00:00:00,PV,Non_Residential,70.0,496800.0,248400.0,,,Paid,,,
R00260,Wilmington,19810,2007-10-19 00:00:00,PV,Residential,1.8,17600.0,8800.0,,,Paid,,,
R00263,Ocean View,19970,2007-10-31 00:00:00,Geothermal,Residential,,16935.0,1800.0,,,Paid,3.0,,
R00262,Rehoboth Beach,19971,2007-10-31 00:00:00,Geothermal,Residential,,52896.0,3000.0,,,Paid,13.0,,
R00261,Wilmington,19807,2007-10-31 00:00:00,Geothermal,Residential,,18000.0,2400.0,,,Paid,4.0,,
NR00035,Rehoboth Beach,19971,2007-11-05 00:00:00,PV,Non_Residential,13.6,115600.0,57800.0,,,Paid,,,
R00264,Rehoboth Beach,19971,2007-11-05 00:00:00,PV,Residential,4.0,32000.0,15100.0,,,Paid,,,
NR00036,Lewes,19958,2007-11-05 00:00:00,Geothermal,Non_Residential,,47720.0,9600.0,,,Paid,16.0,,
R00235,Frankford,19945,2007-11-14 00:00:00,Geothermal,Residential,,13200.0,1800.0,,,Paid,3.0,,
R00267,Wilmington,19804,2007-11-16 00:00:00,PV,Residential,2.8,23100.0,11550.0,,,Paid,,,
R00270,Dagsboro,19939,2007-11-16 00:00:00,Wind,Residential,,12483.0,4500.0,,,Paid,,,1.8
R00265,Milford,19963,2007-11-16 00:00:00,PV,Residential,4.8,36000.0,18000.0,,,Paid,,,
NR00037,Wilmington,19808,2007-11-16 00:00:00,PV,Non_Residential,37.8,298613.7,149306.85,,,Paid,,,
R00268,Selbyville,19975,2007-11-16 00:00:00,PV,Residential,8.0,64960.0,31500.0,,,Paid,,,
R00271,Townsend,19734,2007-11-20 00:00:00,Geothermal,Residential,,16632.96,3000.0,,,Paid,5.0,,
R00272,Dover,19901,2007-11-20 00:00:00,Geothermal,Residential,,16171.0,1800.0,,,Paid,3.0,,
R00273,Ocean View,19970,2007-11-20 00:00:00,Geothermal,Residential,,16440.0,2400.0,,,Paid,4.0,,
R00274,Frankford,19945,2007-11-20 00:00:00,Geothermal,Residential,,5206.2,1200.0,,,Paid,2.0,,
R00275,Rehoboth Beach,19971,2007-11-20 00:00:00,Geothermal,Residential,,49100.0,3000.0,,,Paid,14.0,,
R00276,Magnolia,19962,2007-11-27 00:00:00,Geothermal,Residential,,34701.0,3000.0,,,Paid,5.0,,
NR00038,Smyrna,19977,2007-11-28 00:00:00,PV,Non_Residential,35.0,297500.0,148750.0,,,Paid,,,
R00277,Newark,19711,2007-12-04 00:00:00,PV,Residential,3.6,27663.0,13816.5,,,Paid,,,
R00278,Wilmington,19808,2007-12-04 00:00:00,PV,Residential,5.6,44972.0,22486.0,,,Paid,,,
R00281,Newark,19711,2007-12-06 00:00:00,PV,Residential,8.05,62400.0,31200.0,,,Paid,,,
R00283,Harrington,19952,2007-12-06 00:00:00,Geothermal,Residential,,10400.0,2400.0,,,Paid,4.0,,
R00284,Selbyville,19975,2007-12-06 00:00:00,Geothermal,Residential,,18400.0,2400.0,,,Paid,4.0,,
R00282,Bethany Beach,19930,2007-12-06 00:00:00,Geothermal,Residential,,27700.0,3000.0,,,Paid,5.0,,
R00280,Townsend,19734,2007-12-06 00:00:00,PV,Residential,7.82,62400.0,31200.0,,,Paid,,,
R00279,Wilmington,19810,2007-12-06 00:00:00,PV,Residential,4.0,31896.0,15948.0,,,Paid,,,
R00285,New Castle,19720,2007-12-21 00:00:00,PV,Residential,1.8,17178.0,8589.0,,,Paid,,,
R00269,Rehoboth Beach,19971,2007-12-21 00:00:00,PV,Residential,2.4,25938.0,12969.0,,,Paid,,,
R00287,Bear,19701,2007-12-21 00:00:00,PV,Residential,7.8,62400.0,31200.0,,,Paid,,,
NR00040,Selbyville,19975,2007-12-21 00:00:00,PV,Non_Residential,25.025,185400.0,92700.0,,,Paid,,,
R00290,Bear,19701,2007-12-21 00:00:00,PV,Residential,5.59,41600.0,20800.0,,,Paid,,,
R00288,Newark,19711,2007-12-21 00:00:00,PV,Residential,7.8,62400.0,31200.0,,,Paid,,,
NR00039,Bear,19701,2007-12-21 00:00:00,PV,Non_Residential,9.6,76800.0,38400.0,,,Paid,,,
R00291,Millsboro,19966,2007-12-21 00:00:00,PV,Residential,7.6,57585.0,22792.5,,,Paid,,,
R00293,New Castle,19720,2007-12-21 00:00:00,PV,Residential,7.82,62400.0,31200.0,,,Paid,,,
R00297,Ocean View,19970,2007-12-28 00:00:00,Geothermal,Residential,,20000.0,2100.0,,,Paid,3.5,,
R00294,Smyrna,19977,2007-12-28 00:00:00,Geothermal,Residential,,22835.48,1800.0,,,Paid,3.0,,
R00296,Millsboro,19966,2007-12-28 00:00:00,Geothermal,Residential,,28225.0,3000.0,,,Paid,5.0,,
R00298,Townsend,19734,2007-12-31 00:00:00,Wind,Residential,,15200.0,6000.0,,,Paid,,,2.4
R00319,Hockessin,19707,2008-01-03 00:00:00,PV,Residential,5.4,42120.0,21060.0,,,Paid,,,
R00299,Bridgeville,19933,2008-01-07 00:00:00,Geothermal,Residential,,13500.0,2400.0,,,Paid,4.0,,
R00300,Wilmington,19808,2008-01-07 00:00:00,PV,Residential,7.8,63400.0,31500.0,,,Paid,,,
R00301,Milton,19968,2008-01-07 00:00:00,Geothermal,Residential,,8500.0,2400.0,,,Paid,4.0,,
NR00046,Frankford,19945,2008-01-23 00:00:00,Geothermal,Non_Residential,,27400.0,3000.0,,,Paid,5.0,,
R00311,Frankford,19945,2008-01-24 00:00:00,Geothermal,Residential,,16307.0,1200.0,,,Paid,2.0,,
NR00042,Wilmington,19802,2008-01-28 00:00:00,PV,Non_Residential,10.0,73000.0,36500.0,,,Paid,,,
R00303,Bear,19701,2008-01-28 00:00:00,Solar Water Heating,Residential,,6250.0,3000.0,,,Paid,,52.0,
R00304,Bear,19701,2008-01-28 00:00:00,Solar Water Heating,Residential,,6250.0,3000.0,,,Paid,,52.0,
R00305,Rehoboth Beach,19971,2008-01-28 00:00:00,PV,Residential,5.964,63000.0,31500.0,,,Paid,,,
R00302,Bear,19701,2008-01-28 00:00:00,PV,Residential,5.4,44550.0,22275.0,,,Paid,,,
R00306,Milton,19968,2008-01-31 00:00:00,PV,Residential,2.22,23066.0,11533.0,,,Paid,,,
R00312,Townsend,19734,2008-02-05 00:00:00,Geothermal,Residential,,23897.0,1800.0,,,Paid,3.0,,
NR00041,Lewes,19958,2008-02-05 00:00:00,Wind,Non_Residential,,15300.0,4500.0,,,Paid,,,2.4
R00310,Newark,19711,2008-02-19 00:00:00,PV,Residential,5.2,42600.0,21300.0,,,Paid,,,
R00309,Newark,19711,2008-02-19 00:00:00,PV,Residential,7.4,58200.0,29600.0,,,Paid,,,
R00316,Camden-Wyoming,19934,2008-02-20 00:00:00,PV,Residential,6.8,57800.0,28900.0,,,Paid,,,
NR00045,New Castle,19720,2008-02-20 00:00:00,PV,Non_Residential,48.125,384000.0,192000.0,,,Paid,,,
R00318,Middletown,19709,2008-02-20 00:00:00,PV,Residential,7.242,61194.0,30597.0,,,Paid,,,
R00314,Newark,19702,2008-02-20 00:00:00,PV,Residential,7.875,63000.0,31500.0,,,Paid,,,
R00313,Middletown,19709,2008-02-20 00:00:00,PV,Residential,7.8,63400.0,31500.0,,,Paid,,,
R00315,Bear,19701,2008-02-20 00:00:00,PV,Residential,7.875,62400.0,31200.0,,,Paid,,,
R00320,Townsend,19734,2008-02-20 00:00:00,PV,Residential,8.4,62540.0,31270.0,,,Paid,,,
R00322,Millsboro,19966,2008-02-20 00:00:00,Geothermal,Residential,,9838.0,1800.0,,,Paid,3.0,,
R00325,Ocean View,19970,2008-02-20 00:00:00,Geothermal,Residential,,32880.0,3000.0,,,Paid,6.0,,
R00338,Middletown,19709,2008-02-20 00:00:00,Solar Water Heating,Residential,,7425.0,3000.0,,,Paid,,58.0,
NR00048,Wilmington,19850,2008-02-28 00:00:00,PV,Non_Residential,10.2,78000.0,39000.0,,,Paid,,,
R00326,Bear,19701,2008-02-29 00:00:00,Solar Water Heating,Residential,,7000.0,3000.0,,,Paid,,80.0,
R00327,Bear,19701,2008-02-29 00:00:00,Solar Water Heating,Residential,,7000.0,3000.0,,,Paid,,80.0,
R00328,Bear,19701,2008-02-29 00:00:00,Solar Water Heating,Residential,,6250.0,3000.0,,,Paid,,52.0,
NR00043,Wilmington,19804,2008-02-29 00:00:00,PV,Non_Residential,39.2,280280.0,140140.0,,,Paid,,,
R00329,Bear,19701,2008-02-29 00:00:00,Solar Water Heating,Residential,,6250.0,3000.0,,,Paid,,52.0,
R00334,Wilmington,19808,2008-03-03 00:00:00,PV,Residential,4.725,41000.0,20500.0,,,Paid,,,
R00335,Newark,19711,2008-03-03 00:00:00,PV,Residential,7.2,57600.0,28800.0,,,Paid,,,
R00332,Rehoboth Beach,19971,2008-03-03 00:00:00,PV,Residential,3.8,39600.0,19800.0,,,Paid,,,
NR00044,Dewey Beach,19971,2008-03-03 00:00:00,PV,Non_Residential,3.0,27750.0,6937.5,,,Paid,,,
R00341,Seaford,19973,2008-03-04 00:00:00,Geothermal,Residential,,23700.0,3000.0,,,Paid,10.5,,
R00707,Wilmington,19805,2008-03-05 00:00:00,PV,Residential,3.8,34930.0,17465.0,,,Paid,,,
R00342,Lewes,19958,2008-03-05 00:00:00,Geothermal,Residential,,17000.0,3000.0,,,Paid,7.0,,
R00336,Selbyville,19975,2008-03-05 00:00:00,Geothermal,Residential,,21920.0,2400.0,,,Paid,4.0,,
R00337,Frederica,19946,2008-03-05 00:00:00,Geothermal,Residential,,19084.0,2400.0,,,Paid,4.0,,
R00330,Rehoboth Beach,19971,2008-03-06 00:00:00,PV,Residential,3.696,28675.0,14337.5,,,Paid,,,
R00349,Middletown,19709,2008-03-13 00:00:00,Geothermal,Residential,,14500.0,2400.0,,,Paid,4.0,,
R00346,Montchanin,19807,2008-03-18 00:00:00,Geothermal,Residential,,79903.0,3000.0,,,Paid,10.0,,
R00345,Rehoboth Beach,19971,2008-03-18 00:00:00,Geothermal,Residential,,26500.0,3000.0,,,Paid,3.0,,
R00344,Millsboro,19966,2008-03-18 00:00:00,Geothermal,Residential,,24615.0,1800.0,,,Paid,3.0,,
R00343,Wilmington,19807,2008-03-18 00:00:00,Geothermal,Residential,,75336.0,3000.0,,,Paid,8.0,,
R00348,Ocean View,19970,2008-03-18 00:00:00,PV,Residential,3.0,29800.0,14900.0,,,Paid,,,
R00340,Millsboro,19966,2008-03-18 00:00:00,Geothermal,Residential,,36705.0,3000.0,,,Paid,5.0,,
R00321,Rehoboth Beach,19971,2008-03-26 00:00:00,Geothermal,Residential,,34560.0,3000.0,,,Paid,11.0,,
NR00049,Rehoboth Beach,19971,2008-03-31 00:00:00,Geothermal,Non_Residential,,21000.0,3000.0,,,Paid,5.0,,
R00352,Greenville,19807,2008-04-01 00:00:00,Geothermal,Residential,,26387.0,3000.0,,,Paid,5.0,,
R00351,Ocean View,19970,2008-04-01 00:00:00,Geothermal,Residential,,14800.0,1200.0,,,Paid,2.0,,
R00353,Wilmington,19803,2008-04-01 00:00:00,Geothermal,Residential,,20150.0,3000.0,,,Paid,5.0,,
R00354,Camden-Wyoming,19934,2008-04-01 00:00:00,PV,Residential,5.0,44866.0,22433.0,,,Paid,,,
R00357,Wilmington,19810,2008-04-02 00:00:00,PV,Residential,6.125,48000.0,24000.0,,,Paid,,,
R00400,Middletown,19709,2008-04-07 00:00:00,PV,Residential,0.426,3000.0,903.0,,,Paid,,,
R00355,Newark,19711,2008-04-08 00:00:00,Geothermal,Residential,,42280.0,3000.0,,,Paid,7.0,,
R00356,Wilmington,19808,2008-04-08 00:00:00,PV,Residential,5.075,40600.0,20300.0,,,Paid,,,
R00358,Hockessin,19707,2008-04-08 00:00:00,PV,Residential,7.875,63400.0,31500.0,,,Paid,,,
R00350,Farmington,19950,2008-04-11 00:00:00,Geothermal,Residential,,17454.0,1800.0,,,Paid,3.0,,
NR00056,Hockessin,19707,2008-04-12 00:00:00,PV,Non_Residential,70.0,574000.0,250000.0,,,Paid,,,
NR00057,Hockessin,19707,2008-04-16 00:00:00,PV,Non_Residential,42.0,344400.0,172200.0,,,Paid,,,
R00359,Millsboro,19966,2008-04-16 00:00:00,PV,Residential,5.2,59875.0,29937.5,,,Paid,,,
R00362,Bear,19701,2008-04-16 00:00:00,PV,Residential,5.25,35144.48,17572.24,,,Paid,,,
R00361,Seaford,19973,2008-04-16 00:00:00,Solar Water Heating,Residential,,6000.0,3000.0,,,Paid,,49.31,
R00360,Middletown,19709,2008-04-16 00:00:00,PV,Residential,5.684,47282.2,23641.1,,,Paid,,,
R00365,Milton,19968,2008-04-22 00:00:00,PV,Residential,3.8,34270.0,17135.0,,,Paid,,,
R00363,South Bethany Beach,19930,2008-04-23 00:00:00,PV,Residential,9.36,63830.0,31500.0,,,Paid,,,
R00371,New Castle,19720,2008-04-24 00:00:00,PV,Residential,4.4,38800.0,19400.0,,,Paid,,,
NR00062,Hockessin,19707,2008-04-30 00:00:00,PV,Non_Residential,12.0,98428.0,49214.0,,,Paid,,,
R00801,Ocean View,19970,2008-05-04 00:00:00,PV,Residential,3.78,29295.0,14648.0,,,Paid,,,
R00803,New Castle,19720,2008-05-05 00:00:00,PV,Residential,8.385,63000.0,31500.0,,,Paid,,,
R00372,Townsend,19734,2008-05-06 00:00:00,PV,Residential,5.25,43000.0,21500.0,,,Paid,,,
NR00050,Lewes,19958,2008-05-06 00:00:00,PV,Non_Residential,4.672,53378.0,26689.0,,,Paid,,,
R00368,Rehoboth Beach,19971,2008-05-06 00:00:00,PV,Residential,7.2,63200.0,31500.0,,,Paid,,,
R00366,Lewes,19958,2008-05-06 00:00:00,PV,Residential,5.2,42250.0,21250.0,,,Paid,,,
NR00054,Laurel,19956,2008-05-06 00:00:00,PV,Non_Residential,30.0,250000.0,125000.0,,,Paid,,,
R00370,Newark,19711,2008-05-06 00:00:00,PV,Residential,7.2,56885.0,28442.5,,,Paid,,,
NR00055,Rehoboth Beach,19971,2008-05-06 00:00:00,PV,Non_Residential,22.8,177200.0,88600.0,,,Paid,,,
R00367,Rehoboth Beach,19971,2008-05-06 00:00:00,PV,Residential,2.4,27600.0,13800.0,,,Paid,,,
NR00061,New Castle,19720,2008-05-07 00:00:00,PV,Non_Residential,10.0,72500.0,36250.0,,,Paid,,,
NR00060,Dewey Beach,19971,2008-05-09 00:00:00,PV,Non_Residential,7.2,67617.5,33808.75,,,Paid,,,
NR00058,Wilmington,19808,2008-05-09 00:00:00,PV,Non_Residential,36.0,251790.0,125000.0,,,Paid,,,
R00385,Ocean View,19970,2008-05-12 00:00:00,Geothermal,Residential,,21684.0,1800.0,,,Paid,3.0,,
R00388,Wilmington,19803,2008-05-12 00:00:00,PV,Residential,6.0,47171.0,23585.0,,,Paid,,,
R00381,Rehoboth Beach,19971,2008-05-12 00:00:00,PV,Residential,1.8,14850.0,7425.0,,,Paid,,,
R00379,Hockessin,19707,2008-05-12 00:00:00,PV,Residential,7.82,63400.0,31500.0,,,Paid,,,
R00391,Bridgeville,19933,2008-05-12 00:00:00,Geothermal,Residential,,18700.0,2400.0,,,Paid,4.0,,
R00376,Bridgeville,19933,2008-05-12 00:00:00,Geothermal,Residential,,9500.0,3000.0,,,Paid,8.0,,
R00364,Rehoboth Beach,19971,2008-05-12 00:00:00,Geothermal,Residential,,24923.0,3000.0,,,Paid,6.0,,
R00377,Seaford,19973,2008-05-12 00:00:00,Geothermal,Residential,,32400.0,3000.0,,,Paid,5.5,,
R00383,Wilmington,19803,2008-05-12 00:00:00,PV,Residential,2.4,24984.0,12492.0,,,Paid,,,
R00395,Dewey Beach,19971,2008-05-12 00:00:00,PV,Residential,3.0,24000.0,12000.0,,,Paid,,,
R00378,Ocean View,19970,2008-05-12 00:00:00,PV,Residential,7.82,61526.0,30763.0,,,Paid,,,
R00380,Rehoboth Beach,19970,2008-05-12 00:00:00,Geothermal,Residential,,47875.0,3000.0,,,Paid,7.0,,
R00389,Newark,19713,2008-05-12 00:00:00,PV,Residential,5.6,44212.0,22106.0,,,Paid,,,
R00387,Hockessin,19707,2008-05-12 00:00:00,PV,Residential,5.2,40622.0,20311.0,,,Paid,,,
R00392,Ocean View,19970,2008-05-12 00:00:00,PV,Residential,3.78,29975.0,14988.0,,,Paid,,,
R00384,Camden-Wyoming,19934,2008-05-12 00:00:00,PV,Residential,7.56,62370.0,31185.0,,,Paid,,,
R00386,Hockessin,19707,2008-05-12 00:00:00,PV,Residential,5.25,42000.0,21000.0,,,Paid,,,
R00374,Wilmington,19807,2008-05-12 00:00:00,PV,Residential,4.8,40224.0,20112.0,,,Paid,,,
R00369,Rehoboth Beach,19971,2008-05-12 00:00:00,Geothermal,Residential,,48443.0,3000.0,,,Paid,8.0,,
R00382,Rehoboth Beach,19971,2008-05-12 00:00:00,PV,Residential,1.8,14850.0,7425.0,,,Paid,,,
R00375,Townsend,19734,2008-05-12 00:00:00,Wind,Residential,,15300.0,6000.0,,,Paid,,,2.4
NR00064,Selbyville,19975,2008-05-14 00:00:00,Geothermal,Non_Residential,,190060.0,15000.0,,,Paid,25.0,,
NR00065,Laurel,19956,2008-05-15 00:00:00,PV,Non_Residential,9.0,75400.0,37700.0,,,Paid,,,
R00406,Newark,19702,2008-05-15 00:00:00,PV,Residential,5.2,38500.0,19250.0,,,Paid,,,
NR00015,Rehoboth Beach,19971,2008-05-15 00:00:00,Geothermal,Non_Residential,,55154.3,12000.0,,,Paid,20.0,,
R00404,Hockessin,19707,2008-05-15 00:00:00,PV,Residential,7.82,63000.0,31500.0,,,Paid,,,
R00394,Camden-Wyoming,19934,2008-05-15 00:00:00,Solar Water Heating,Residential,,6500.0,3000.0,,,Paid,,40.1,
R00405,Laurel,19956,2008-05-16 00:00:00,PV,Residential,7.35,63000.0,31500.0,,,Paid,,,
R00398,Bear,19701,2008-05-16 00:00:00,Solar Water Heating,Residential,,6250.0,3000.0,,,Paid,,52.0,
R00399,Bear,19701,2008-05-16 00:00:00,Solar Water Heating,Residential,,6250.0,3000.0,,,Paid,,52.0,
R00401,Newark,19702,2008-05-21 00:00:00,PV,Residential,6.72,54768.0,27384.0,,,Paid,,,
R00411,Milton,19968,2008-05-23 00:00:00,Geothermal,Residential,,89215.41,3000.0,,,Paid,30.0,,
R00415,Wilmington,19803,2008-05-27 00:00:00,PV,Residential,5.0,43606.0,21803.0,,,Paid,,,
NR00075,Greenwood,19950,2008-05-28 00:00:00,Geothermal,Non_Residential,,48500.0,5500.0,,,Paid,10.0,,
R00413,South Bethany Beach,19930,2008-06-07 00:00:00,Geothermal,Residential,,19233.0,3000.0,,,Paid,5.0,,
NR00063,Hockessin,19707,2008-06-09 00:00:00,PV,Non_Residential,40.365,313643.0,156821.0,,,Paid,,,
NR00067,Frederica,19946,2008-06-10 00:00:00,PV,Non_Residential,11.0,88172.0,44086.0,,,Paid,,,
NR00068,Rehoboth Beach,19971,2008-07-08 00:00:00,PV,Non_Residential,64.4,500000.0,250000.0,,,Paid,,,
R00430,Bethany Beach,19930,2008-07-22 00:00:00,Geothermal,Residential,,26552.0,2400.0,,,Paid,4.0,,
R00425,Milford,19963,2008-07-22 00:00:00,PV,Residential,3.0,23250.0,11625.0,,,Paid,,,
R00436,Bear,19701,2008-07-22 00:00:00,Geothermal,Residential,,32987.0,3000.0,,,Paid,6.5,,
NR00070,New Castle,19720,2008-07-22 00:00:00,PV,Non_Residential,26.6,249964.0,124982.0,,,Paid,,,
R00442,Newark,19713,2008-07-22 00:00:00,PV,Residential,4.548,36361.0,18180.5,,,Paid,,,
R00449,Newark,19711,2008-07-22 00:00:00,PV,Residential,3.87,31927.5,15963.75,,,Paid,,,
R00451,Ocean View,19970,2008-07-22 00:00:00,PV,Residential,5.01,40000.0,20000.0,,,Paid,,,
R00433,Middletown,19709,2008-07-22 00:00:00,PV,Residential,2.8,22120.0,11060.0,,,Paid,,,
R00438,Wilmington,19802,2008-07-22 00:00:00,PV,Residential,4.32,35000.0,17500.0,,,Paid,,,
R00447,Hockessin,19707,2008-07-22 00:00:00,PV,Residential,4.4,38800.0,19400.0,,,Paid,,,
R00444,Middletown,19709,2008-07-22 00:00:00,PV,Residential,7.02,58000.0,29000.0,,,Paid,,,
R00443,Rehoboth Beach,19971,2008-07-22 00:00:00,PV,Residential,6.0,49500.0,24750.0,,,Paid,,,
R00434,Wilmington,19808,2008-07-22 00:00:00,PV,Residential,6.0,56420.0,28210.0,,,Paid,,,
R00428,Harrington,19952,2008-07-22 00:00:00,PV,Residential,7.56,54810.0,27405.0,,,Paid,,,
R00435,Ocean View,19970,2008-07-22 00:00:00,PV,Residential,5.88,47275.0,23638.0,,,Paid,,,
R00448,Bear,19701,2008-07-22 00:00:00,PV,Residential,1.62,13365.0,6682.5,,,Paid,,,
R00432,Lincoln,19960,2008-07-22 00:00:00,Geothermal,Residential,,12162.0,1500.0,,,Paid,2.5,,
R00420,Middletown,19709,2008-07-22 00:00:00,PV,Residential,1.2,9920.0,4950.0,,,Paid,,,
R00446,Wilmington,19810,2008-07-24 00:00:00,PV,Residential,7.56,60480.0,30240.0,,,Paid,,,
R00457,Middletown,19709,2008-07-24 00:00:00,PV,Residential,7.8,64350.0,31500.0,,,Paid,,,
R00455,Hockessin,19707,2008-07-24 00:00:00,PV,Residential,7.8,59734.0,29867.0,,,Paid,,,
R00459,Bethany Beach,19930,2008-07-24 00:00:00,Geothermal,Residential,,18641.0,2400.0,,,Paid,4.0,,
R00461,Newark,19711,2008-07-24 00:00:00,Geothermal,Residential,,24678.0,3000.0,,,Paid,5.0,,
R00462,Rehoboth Beach,19971,2008-07-24 00:00:00,Geothermal,Residential,,19769.0,2400.0,,,Paid,4.0,,
R00460,Bear,19701,2008-07-24 00:00:00,PV,Residential,1.4,10710.0,5355.0,,,Paid,,,
R00458,Bridgeville,19933,2008-07-24 00:00:00,Geothermal,Residential,,17100.0,1800.0,,,Paid,3.0,,
R00469,Wilmington,19803,2008-07-24 00:00:00,PV,Residential,2.15,17850.0,8593.0,,,Paid,,,
R00453,Middletown,19709,2008-07-24 00:00:00,Geothermal,Residential,,20800.0,3000.0,,,Paid,8.0,,
R00470,Rehoboth Beach,19971,2008-07-24 00:00:00,PV,Residential,4.4,36870.0,18435.0,,,Paid,,,
R00452,Middletown,19709,2008-07-24 00:00:00,PV,Residential,4.8,42800.0,21400.0,,,Paid,,,
R00445,Middletown,19709,2008-07-24 00:00:00,Geothermal,Residential,,20842.0,2400.0,,,Paid,4.0,,
R00456,Newark,19711,2008-07-24 00:00:00,PV,Residential,6.3,52000.0,26000.0,,,Paid,,,
R00466,Selbyville,19975,2008-07-24 00:00:00,PV,Residential,7.2,55727.0,27863.5,,,Paid,,,
R00463,Selbyville,19975,2008-07-24 00:00:00,PV,Residential,5.04,39967.0,19983.5,,,Paid,,,
R00468,Newark,19711,2008-07-24 00:00:00,Geothermal,Residential,,28492.0,3000.0,,,Paid,5.0,,
R00437,Bear,19701,2008-07-25 00:00:00,PV,Residential,0.3,3194.67,1322.38,,,Paid,,,
R00408,Bethany Beach,19930,2008-07-25 00:00:00,Geothermal,Residential,,27426.0,3000.0,,,Paid,5.0,,
R00409,Bethany Beach,19930,2008-07-25 00:00:00,Geothermal,Residential,,36630.0,3000.0,,,Paid,6.0,,
R00471,Wilmington,19807,2008-07-25 00:00:00,PV,Residential,7.56,68040.0,31500.0,,,Paid,,,
R00426,Wilmington,19803,2008-07-25 00:00:00,PV,Residential,5.049,38250.0,19125.0,,,Paid,,,
R00464,Newark,19711,2008-07-25 00:00:00,PV,Residential,8.0,64124.0,31500.0,,,Paid,,,
R00465,Millsboro,19966,2008-07-25 00:00:00,PV,Residential,7.8,59734.0,29867.0,,,Paid,,,
