,year,category,economic_sectors,source,type,fuel_type,gas,value_mmtco2e
2334,2022,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04497079833114502
2335,2022,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3485445664344019
2336,2022,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00010327760385391602
2337,2022,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00024660890751930595
2338,2022,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00936258373628538
2339,2022,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.030633896266030414
2340,2022,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.08191553165742294
2341,2022,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.09248914044027101
2342,2022,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.22814693747943576
2343,2022,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2344,2022,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
2345,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.19667354283910266
2346,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.09118312714432163
2347,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.6204988427659754
2348,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.0009488301391307298
2349,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000220249260425975
2350,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0008642857743435478
2351,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.000053066562591204136
2352,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0000923864347424392
2353,2023,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0007250719583419026
2354,2023,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.009080892099370009
2355,2023,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.1256717904451303
2356,2023,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002820793997059414
2357,2023,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.00201147222944673
2358,2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,5.016957776579585
2359,2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.05370010948871545
2360,2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06290768441589004
2361,2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007243574803108499
2362,2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005515539294001333
2363,2023,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00025151444386303036
2364,2023,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.1221444605197808
2365,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2366,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.8973952644126977
2367,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.717912789413326
2368,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2369,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004113734559715365
2370,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0009056275066139667
2371,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2372,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2373,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0017255597985383246
2374,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0007597546196425894
2375,2023,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2376,2023,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011115487021264192
2377,2023,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.0418843345463458
2378,2023,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.2263429639013835
2379,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2380,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2886600013637547
2381,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6577717879837351
2382,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2383,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007699821058051869
2384,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00035081962671969826
2385,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0007531093549592793
2386,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2387,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0010765969040900268
2388,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0014715588369114858
2389,2023,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004738523626002177
2390,2023,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.1871756120895257
2391,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2392,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2651394040156612
2393,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.8977580254283833
2394,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2395,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0006851287888658433
2396,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00047881520782582843
2397,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00012213201980575984
2398,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2399,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0009579541231345687
2400,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0020084530529606895
2401,2023,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0007684481111939587
2402,2023,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.2873765543654006
2403,2023,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035701847981437614
2404,2023,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.17838301892527825
2405,2023,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.045162980789487314
2406,2023,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.34802393464581277
2407,2023,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00010376134423999302
2408,2023,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.0002484619637805477
2409,2023,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00942989616322016
2410,2023,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.030963710293683833
2411,2023,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.0828066080867087
2412,2023,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.09347545099272958
2413,2023,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.22720370648829188
2414,2023,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2415,2023,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
2416,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.18052416072176988
2417,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.08883984146131599
2418,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.5502739502216876
2419,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.0008709191997127124
2420,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00021458021987503931
2421,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0008268316435357561
2422,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.00004870912750071098
2423,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00009000848149120778
2424,2024,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0006936507076642247
2425,2024,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.00902660543947973
2426,2024,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.175509220436397
2427,2024,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.002886928912139035
2428,2024,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002058632194058875
2429,2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.951036130875514
2430,2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.05551330698840964
2431,2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06242489310624579
2432,2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007319617964754519
2433,2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005543260413601997
2434,2024,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000255146247848403
2435,2024,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.11889078246513898
2436,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2437,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.886848467807171
2438,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.7628072167758637
2439,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2440,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0040900914325828555
2441,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.000929294382234051
2442,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2443,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2444,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0017156423794391176
2445,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0007796093810688347
2446,2024,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2447,2024,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011263213212603929
2448,2024,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.041310760282555745
2449,2024,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.2268488734701335
2450,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2451,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2799001869467609
2452,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6571584466923496
2453,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2454,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007477615183202603
2455,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00035049250389864323
2456,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0007234729200478621
2457,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2458,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.001045527850000364
2459,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0014701866774271945
2460,2024,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004552052768757521
2461,2024,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.19865526210936807
2462,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2463,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2669004488597702
2464,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.9002390919174793
2465,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2466,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000690044441814201
2467,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00048013847348646034
2468,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00011853347314012976
2469,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2470,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0009648272396730999
2471,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.002014003663953273
2472,2024,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0007458062487843735
2473,2024,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.2928222403660437
2474,2024,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.035722627474272406
2475,2024,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.1794933347276352
2476,2024,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.045355163247829594
2477,2024,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3475033028572237
2478,2024,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00010424508462606981
2479,2024,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.0002503150200417895
2480,2024,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.009497208590154911
2481,2024,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.03129352432133714
2482,2024,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.08369768451599424
2483,2024,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.09446176154518837
2484,2024,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.2262974601133197
2485,2024,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2486,2024,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
2487,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.17055659344795615
2488,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.06966737555540724
2489,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.4843129100497436
2490,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.0008228317543619938
2491,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00016870705357084997
2492,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007916516192265703
2493,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.00004601967306275132
2494,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00007076638153139681
2495,2025,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0006641372644518207
2496,2025,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.008972318779589436
2497,2025,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.2244680947535684
2498,2025,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.0029518979724603104
2499,2025,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.00210496080250945
2500,2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.881364831823072
2501,2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.05829695363781288
2502,2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06194210179660152
2503,2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007395661126400541
2504,2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005570981533202662
2505,2025,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0002587780518337756
2506,2025,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.1167852920493074
2507,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2508,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.909724019269792
2509,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.7862472552080322
2510,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2511,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004139626151875676
2512,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0009416512048219482
2513,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2514,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2515,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0017364203657196627
2516,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000789975842971433
2517,2025,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2518,2025,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.011410939403943637
2519,2025,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.040574138281866665
2520,2025,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.22742569929917764
2521,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2522,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.271377104464117
2523,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6561388837177806
2524,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2525,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007260959486245766
2526,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0003499487245686542
2527,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0006938364851364531
2528,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2529,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0010152348274952137
2530,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0014679057238618043
2531,2025,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0043655819115129176
2532,2025,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.2087625808107785
2533,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2534,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.26877983101857184
2535,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.9010875603602656
2536,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2537,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000695250349479607
2538,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0004805910003169196
2539,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00011493492647449865
2540,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2541,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0009721061933439697
2542,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0020159018469669446
2543,2025,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0007231643863747819
2544,2025,Projection,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.2972690323190967
2545,2025,Projection,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.03574340696710719
2546,2025,Projection,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.18060365052999214
2547,2025,Projection,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.04554734570617189
2548,2025,Projection,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.34698267106863456
2549,2025,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.0001047288250121466
2550,2025,Projection,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.00025216807630303126
2551,2025,Projection,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.009564521017089662
2552,2025,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.03162333834899056
2553,2025,Projection,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.08458876094528
2554,2025,Projection,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.09544807209764694
2555,2025,Projection,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.22542674816697633
2556,2025,Projection,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
2557,2025,Projection,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.8610932237357091
2558,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,0.18351858664896273
2559,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.048495468594254416
2560,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.4097583025968108
2561,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.0008853654822583998
2562,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00011750159063566589
2563,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007518882544324597
2564,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.00004951708513749439
2565,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00004928757996462497
2566,2026,Projection,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000630778736939983
2567,2026,Projection,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.008890279723053294
2568,2026,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.2768879128015334
2569,2026,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.0030214597499375762
2570,2026,Projection,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.0021545644189991105
2571,2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.8252971543019525
2572,2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.06144754776594078
2573,2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.06145931048695727
2574,2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0007471704288046561
2575,2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.005598702652803327
2576,2026,Projection,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0002624098558191482
2577,2026,Projection,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.1144473202229913
2578,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2579,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,1.9592973819334651
2580,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,1.7771392599074038
2581,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2582,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004247469950449288
2583,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0009368497672139443
2584,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0
2585,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0
2586,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0017816568584099368
2587,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.000785947791286866
2588,2026,Projection,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0
2589,2026,Projection,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.01155866559528329
2590,2026,Projection,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.039756314808139584
2591,2026,Projection,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.2281128687899866
2592,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
2593,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2631287483594721
2594,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6555268786819318
2595,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
2596,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0007050535474082846
2597,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00034962231443348376
2598,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0006642000502250358
2599,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
2600,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.000985813125570868
2601,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0014665365538317268
2602,2026,Projection,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.004179111054268263
2603,2026,Projection,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.2195446152905605
2604,2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
2605,2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.2702038895378693
2606,2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.9027563490036608
2607,2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
2608,2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0006993706689302894
2609,2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00048148104123938676
2610,2026,Projection,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00011133637980886858
