,year,category,economic_sectors,source,type,fuel_type,gas,value_mmtco2e
1204,2006,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.07309144820661882
1205,2006,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.3218181519969981
1206,2006,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
1207,2006,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.93107983038783
1208,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,5.674951040415079
1209,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.14930112464043335
1210,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.7406920856653999
1211,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.027315276
1212,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.000356706
1213,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00037478268000000004
1214,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.0015276999999999999
1215,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00015012374999999998
1216,2007,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00033188249999999993
1217,2007,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.026001057391738178
1218,2007,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,2.917320545755618
1219,2007,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.012418999323798903
1220,2007,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.0009938620641566835
1221,2007,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,5.179049159611478
1222,2007,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
1223,2007,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.12944318037580285
1224,2007,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00017327502019385616
1225,2007,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.011795334640421328
1226,2007,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00013387251433679182
1227,2007,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.2103196212203352
1228,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.25311503397834495
1229,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.471325055677659
1230,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.8648584490375553
1231,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.0012483152238498935
1232,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.005648033130143594
1233,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00045022990029511874
1234,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000029449999999999998
1235,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.000679558905
1236,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.002769802
1237,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00039460624999999996
1238,2007,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00001780625
1239,2007,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.18508156392308234
1240,2007,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.04419714480768882
1241,2007,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.2180114210753466
1242,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0.00009892344309999998
1243,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.4588883236594931
1244,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5499270351208333
1245,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,4.6499999999999994E-7
1246,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001243038
1247,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00028946250000000005
1248,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000680884
1249,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0.00000631449
1250,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0014062368599999998
1251,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00103490625
1252,2007,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.00345775206
1253,2007,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.012730007732002894
1254,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0.0011870813172
1255,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.20826477665415283
1256,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.47444789314376656
1257,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0.000005580000000000001
1258,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0005464679999999999
1259,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00024973290000000005
1260,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00010955399999999999
1261,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0000025250399999999994
1262,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0006182139599999998
1263,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0008928622499999998
1264,2007,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.0005563511100000001
1265,2007,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.06650993394622876
1266,2007,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.05037049545770427
1267,2007,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.13875781395008038
1268,2007,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.03751618830567376
1269,2007,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.3025620817482507
1270,2007,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.0001323254056617043
1271,2007,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.0003618413566264156
1272,2007,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.000650571713689558
1273,2007,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.025676082792191995
1274,2007,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.058173229295999995
1275,2007,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.06521930437386121
1276,2007,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.3388864197730868
1277,2007,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
1278,2007,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.7208513491184609
1279,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,5.4506758757459295
1280,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.08068692216456667
1281,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6128969934556333
1282,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.026235771
1283,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00019364039999999997
1284,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00031011966
1285,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.0014673250000000002
1286,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00008149574999999999
1287,2008,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00027462125
1288,2008,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.02537972653879976
1289,2008,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,3.674831143219379
1290,2008,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.014932559231496634
1291,2008,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.0012974666014981323
1292,2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.943364279522919
1293,2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
1294,2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.10674722624299851
1295,2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0001822158279320405
1296,2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.010122990282159466
1297,2008,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0001419644918032096
1298,2008,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.21686307366111243
1299,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.20488824671944203
1300,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,2.231487431178291
1301,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.9789223695736375
1302,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.0010100130519009882
1303,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.004995967969822925
1304,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0005095309326594242
1305,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000028272
1306,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.0005500814670000001
1307,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00260974525
1308,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00044676125
1309,2008,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000017094
1310,2008,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.16619514663350862
1311,2008,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.04862171448597591
1312,2008,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.21991519228454684
1313,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
1314,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.4328217796209572
1315,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5404921423737
1316,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
1317,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.001181286
1318,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002844963
1319,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.000762166
1320,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
1321,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0013363774199999995
1322,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00101715075
1323,2008,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0038705286899999997
1324,2008,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.015905275288888607
1325,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
1326,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.1563693163656425
1327,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.48541993133846667
1328,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
1329,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0004253819999999999
1330,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002555082
1331,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,N2O,0.00011544399999999999
1332,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CH4,0
1333,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0004812305399999998
1334,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0009135105
1335,2008,Estimate,Commercial,Fossil Fuel Combustion,Energy,Wood,CH4,0.00058626246
1336,2008,Estimate,Commercial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.07707743965162345
1337,2008,Estimate,Agricultural,Enteric Fermentation,Non-Energy,N/A,CH4,0.04918326150459666
1338,2008,Estimate,Agricultural,Manure Management,Non-Energy,N/A,N2O,0.13986703137796513
1339,2008,Estimate,Agricultural,Manure Management,Non-Energy,N/A,CH4,0.03725448622373132
1340,2008,Estimate,Agricultural,Agricultural Soil Management,Non-Energy,N/A,N2O,0.33164825917201224
1341,2008,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,N2O,0.00009334038491515056
1342,2008,Estimate,Agricultural,Burning of Agricultural Crop Waste,Non-Energy,N/A,CH4,0.0002338469842908786
1343,2008,Estimate,Agricultural,Liming and Urea,Non-Energy,N/A,CO2,0.00102877825153467
1344,2008,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,N2O,0.026071747678521995
1345,2008,Estimate,Waste Management,Municipal WWT,Non-Energy,N/A,CH4,0.058934280439124985
1346,2008,Estimate,Waste Management,Industrial WWT,Non-Energy,N/A,CH4,0.06444482315764442
1347,2008,Estimate,Waste Management,Landfill Fugitive Emissions,Non-Energy,N/A,CH4,0.33191821131284543
1348,2008,Estimate,Waste Management,MSW Incineration,Non-Energy,N/A,CO2,0
1349,2008,Estimate,"Land-use, land-use change, forestry",Total Flux,Non-Energy,N/A,CO2,-0.7118114360982316
1350,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CO2,3.0992691803327297
1351,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.0829818048268
1352,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5966244537176001
1353,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,N2O,0.014917730999999997
1354,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.00019954079999999995
1355,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00030188592000000006
1356,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Coal,CH4,0.0008343249999999998
1357,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.00008397899999999999
1358,2009,Estimate,Electric power - in-state generation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00026733
1359,2009,Estimate,Electric power - in-state generation,Transmission and Distribution,Non-Energy,N/A,SF6,0.022940293218815987
1360,2009,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CO2,5.548560056045786
1361,2009,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,N2O,0.0214676233275418
1362,2009,Estimate,Electric power - consumption,Imported Electricity,Indirect,N/A,CH4,0.002028100066856128
1363,2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CO2,4.750207633009565
1364,2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.001
1365,2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0909969078958075
1366,2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.00016890144205403842
1367,2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.009538536025257276
1368,2009,Estimate,Transportation,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0001315225702405707
1369,2009,Estimate,Transportation,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.22390943934855967
1370,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CO2,0.05252425146122001
1371,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.5050026388974254
1372,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.9337177189224767
1373,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,N2O,0.0002582743698701257
1374,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0011339904491513464
1375,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0004858400488946219
1376,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,N2O,0.000024737999999999996
1377,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Coal,CH4,0.00014101546799999998
1378,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0006825175
1379,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.00042636000000000003
1380,2009,Estimate,Industrial,Fossil Fuel Combustion,Energy,Wood,CH4,0.000014957249999999998
1381,2009,Estimate,Industrial,Industrial Processes,Non-Energy,N/A,CO2,0.16277982013218337
1382,2009,Estimate,Industrial,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.05152130473239189
1383,2009,Estimate,Industrial,Natural Gas and Oil Systems,Non-Energy,N/A,CH4,0.21775829772282387
1384,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CO2,0
1385,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.4818870163738968
1386,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.5495029949973669
1387,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,N2O,0
1388,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,N2O,0.0013206
1389,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,N2O,0.0002892393
1390,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,N2O,0.0015290440000000002
1391,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Coal,CH4,0
1392,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Petroleum,CH4,0.0014939819999999998
1393,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Natural Gas,CH4,0.0010341082499999998
1394,2009,Estimate,Residential,Fossil Fuel Combustion,Energy,Wood,CH4,0.0077649864600000005
1395,2009,Estimate,Residential,"A/C, Refrigeration, other",Non-Energy,N/A,HFC,0.01995948299873474
1396,2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,CO2,0
1397,2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Petroleum,CO2,0.19826820914820556
1398,2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Natural Gas,CO2,0.6388694510179667
1399,2009,Estimate,Commercial,Fossil Fuel Combustion,Energy,Coal,N2O,0
