Application ID,City,Zip,Application Submission Date,Facility Type,Sector,PV Capacity (kW),Geothermal Capacity (tons),Wind Capacity (kW),Solar Water Capacity (sq ft),Total System Costs ($),Total Rebate,Mounting Location,PPA/Lease,Payment Status
8928,Middletown,19709,01/25/2017,PV,residential,9100,,,,51470.00,1000.00,rooftop,lease,Paid
8929,Newark,19713,01/19/2017,PV,residential,5460,,,,46218.00,1000.00,rooftop,ppa,Paid
8930,Newark,19713,02/09/2017,PV,residential,7280,,,,29411.00,1000.00,rooftop,lease,Paid
8931,Newark,19713,01/25/2017,PV,residential,5200,,,,42016.00,1000.00,rooftop,lease,Paid
8932,Selbyville,19975,02/09/2017,PV,residential,4160,,,,42016.00,1000.00,rooftop,lease,Paid
8933,Middletown,19709,01/12/2017,PV,residential,5460,,,,22058.00,1000.00,rooftop,lease,Paid
8935,Wilmington,19810,01/25/2017,PV,residential,5460,,,,42016.00,1000.00,rooftop,lease,Unpaid
8936,Bear,19701,02/03/2017,PV,residential,5720,,,,42016.00,1000.00,rooftop,ppa,Paid
8937,New Castle,19720,08/04/2017,PV,residential,6240,,,,25210.00,1000.00,rooftop,lease,Paid
8938,Harbeson,19951,08/03/2017,PV,residential,6760,,,,27310.00,1000.00,rooftop,lease,Unpaid
8939,Wilmington,19805,01/25/2017,PV,residential,3120,,,,14706.00,1000.00,rooftop,lease,Unpaid
8942,Middletown,19709,03/08/2017,PV,residential,9360,,,,65707.00,3300.00,rooftop,owned,Paid
8943,New Castle,19720,02/03/2017,PV,residential,2600,,,,13655.00,1000.00,tracking,lease,Paid
8945,South Bethany,19930,01/16/2017,PV,residential,10755,,,,26250.00,3000.00,rooftop,owned,Paid
8946,Middletown,19709,01/27/2017,PV,residential,3120,,,,73528.00,1000.00,rooftop,ppa,Paid
8947,Middletown,19709,08/08/2017,PV,residential,11440,,,,100838.00,1000.00,rooftop,ppa,Paid
8948,Newark,19713,01/25/2017,PV,residential,10660,,,,53570.00,1000.00,rooftop,ppa,Paid
8951,Middletown,19709,01/03/2017,PV,residential,6900,,,,25475.00,3130.00,rooftop,owned,Unpaid
8952,Selbyville,19975,02/09/2017,PV,residential,7540,,,,30462.00,1000.00,rooftop,lease,Paid
8953,Wilmington,19810,02/09/2017,PV,residential,5980,,,,36764.00,1000.00,rooftop,lease,Paid
8958,Ocean View,19970,01/28/2019,PV,residential,5500,,,,28400.00,2750.00,rooftop,owned,Paid
8959,New Castle,19720,01/25/2017,PV,residential,4680,,,,42016.00,1000.00,rooftop,lease,Paid
8960,Wilmington,19808,01/25/2017,PV,residential,5880,,,,23755.00,1000.00,rooftop,lease,Paid
8961,Greenwood,19950,02/09/2017,PV,residential,7540,,,,55671.00,1000.00,rooftop,lease,Paid
8963,Ocean View,19970,12/06/2018,PV,residential,5500,,,,28500.00,2750.00,rooftop,owned,Paid
8964,Lewes,19958,01/09/2017,Geothermal,residential,,6,,,32100.00,4400.00,,,Paid
8965,Ocean View,19970,01/09/2017,Geothermal,residential,,6,,,36000.00,4400.00,,,Paid
8966,Newark,19713,04/12/2017,PV,residential,8320,,,,33612.00,1000.00,rooftop,lease,Unpaid
8967,Clayton,19938,02/09/2017,PV,residential,6760,,,,51469.00,1000.00,rooftop,lease,Paid
8968,Middletown,19709,01/27/2017,Geothermal,residential,,5,,,25199.00,3700.00,,,Paid
8969,Laurel,19956,02/13/2017,PV,residential,4940,,,,19958.00,1000.00,rooftop,lease,Paid
8970,Selbyville,19975,08/03/2017,PV,residential,4160,,,,52520.00,1000.00,rooftop,lease,Paid
8972,Newark,19711,02/09/2017,PV,residential,6500,,,,77530.00,1000.00,rooftop,lease,Paid
8973,Wilmington,19804,02/14/2017,PV,residential,3120,,,,24159.00,1000.00,rooftop,lease,Paid
8974,Newark,19711,02/14/2017,PV,residential,3360,,,,26018.00,1000.00,rooftop,ppa,Paid
8976,New Castle,19720,01/30/2017,PV,residential,1560,,,,33613.00,858.00,rooftop,lease,Paid
8977,Bear,19701,01/25/2017,PV,residential,1820,,,,25210.00,1000.00,rooftop,lease,Paid
8978,Bethany Beach,19930,01/30/2017,PV,residential,3360,,,,27149.00,1000.00,rooftop,ppa,Paid
8982,Claymont,19703,02/14/2017,PV,residential,3900,,,,53570.00,1000.00,rooftop,ppa,Paid
8983,New Castle,19720,02/02/2017,PV,residential,8840,,,,56721.00,1000.00,rooftop,lease,Paid
8984,Wilmington,19804,02/07/2017,PV,residential,8505,,,,34360.00,1000.00,rooftop,lease,Unpaid
8986,Bear,19701,01/17/2017,PV,residential,3135,,,,10274.00,1567.50,rooftop,owned,Unpaid
8987,Middletown,19709,08/03/2017,PV,residential,18480,,,,74659.00,1000.00,rooftop,lease,Paid
8989,New Castle,19720,01/17/2017,PV,residential,5865,,,,18679.00,2932.50,rooftop,owned,Unpaid
8991,Ocean View,19970,02/06/2017,PV,residential,5400,,,,18764.00,2700.00,rooftop,owned,Paid
8993,Seaford,19973,02/14/2017,PV,residential,18200,,,,100838.00,1000.00,rooftop,lease,Paid
8995,Ocean View,19970,10/20/2017,PV,residential,5775,,,,29900.00,2887.50,rooftop,owned,Paid
9000,Millsboro,19966,08/03/2017,PV,residential,9880,,,,47268.00,1000.00,rooftop,lease,Paid
9001,Claymont,19703,02/13/2017,PV,residential,5600,,,,47510.00,1000.00,rooftop,lease,Unpaid
9002,Townsend,19734,08/03/2017,PV,residential,7020,,,,28360.00,1000.00,rooftop,lease,Paid
9003,Newark,19711,02/10/2017,PV,residential,7980,,,,19750.00,3000.00,rooftop,owned,Paid
9008,Millsboro,19966,02/21/2017,PV,residential,8320,,,,33612.00,1000.00,rooftop,lease,Paid
9013,Middletown,19709,03/03/2017,PV,residential,11440,,,,46218.00,1000.00,rooftop,lease,Unpaid
9014,Frederica,19946,07/25/2017,PV,residential,2080,,,,33613.00,1000.00,rooftop,lease,Paid
9018,Townsend,19734,08/04/2017,PV,residential,4760,,,,40723.00,1000.00,rooftop,lease,Unpaid
9019,Newark,19711,08/03/2017,PV,residential,12740,,,,51469.00,1000.00,rooftop,lease,Paid
9020,Newark,19711,03/10/2017,Geothermal,residential,,3,,,39468.00,2300.00,,,Paid
9024,Bear,19701,02/23/2017,PV,residential,9860,,,,31552.00,3000.00,rooftop,owned,Paid
9025,Wilmington,19810,02/09/2017,PV,residential,5200,,,,33612.00,1000.00,rooftop,lease,Paid
9027,Bear,19701,08/03/2017,PV,residential,7800,,,,56721.00,1000.00,rooftop,lease,Unpaid
9029,Bethany Beach,19930,02/01/2017,Geothermal,residential,,7,,,42650.00,5000.00,,,Paid
9030,Middletown,19709,02/13/2017,PV,residential,8190,,,,24750.00,3000.00,rooftop,owned,Paid
9031,Bear,19701,03/02/2017,PV,residential,9975,,,,40000.00,3000.00,rooftop,owned,Paid
9033,Townsend,19734,02/22/2017,PV,residential,14560,,,,51105.00,3300.00,rooftop,owned,Paid
9034,Newark,19713,08/15/2017,PV,residential,6440,,,,26017.00,1000.00,rooftop,ppa,Paid
9036,Newark,19713,02/21/2017,PV,residential,8580,,,,34663.00,1000.00,rooftop,lease,Paid
9040,Ocean View,19970,12/14/2017,PV,residential,4675,,,,24800.00,2337.50,rooftop,owned,Paid
9041,Wilmington,19807,08/15/2017,PV,residential,8840,,,,30940.00,1000.00,rooftop,lease,Unpaid
9042,Bear,19701,07/25/2017,PV,residential,7280,,,,63024.00,1000.00,rooftop,lease,Paid
9043,Millville,19970,08/08/2017,PV,residential,11960,,,,48318.00,1000.00,rooftop,ppa,Paid
9045,Wilmington,19808,04/03/2017,PV,residential,10230,,,,30959.00,3000.00,rooftop,owned,Paid
9046,Rehoboth Beach,19971,08/08/2017,PV,residential,7000,,,,41854.00,1000.00,rooftop,lease,Paid
9055,Middletown,19709,03/20/2017,Geothermal,residential,,5,,,43154.00,3700.00,,,Paid
9058,Newark,19702,07/12/2017,PV,residential,3900,,,,31512.00,1000.00,rooftop,lease,Unpaid
9061,Wilmington,19807,02/14/2017,Geothermal,residential,,5,,,29769.00,3700.00,,,Paid
9062,New Castle,19720,08/15/2017,PV,residential,4160,,,,28360.00,1000.00,rooftop,lease,Unpaid
9064,New Castle,19720,08/08/2017,PV,residential,2860,,,,8465.00,1430.00,rooftop,owned,Paid
9065,Laurel,19956,07/25/2017,PV,residential,2860,,,,22058.00,1000.00,rooftop,lease,Paid
9066,Newark,19713,08/08/2017,PV,residential,3080,,,,30542.00,1000.00,rooftop,lease,Unpaid
9067,Newark,19711,08/08/2017,PV,residential,7540,,,,63024.00,1000.00,rooftop,lease,Unpaid
9068,Lewes DE,19958,06/30/2017,PV,residential,5200,,,,31512.00,1000.00,rooftop,lease,Unpaid
9071,Bear,19701,07/25/2017,PV,residential,4420,,,,32562.00,1000.00,rooftop,lease,Paid
9073,Bear,19701,07/12/2017,PV,residential,5200,,,,21008.00,1000.00,rooftop,ppa,Unpaid
9074,Ocean View,19970,08/08/2017,PV,residential,14560,,,,106090.00,1000.00,rooftop,ppa,Unpaid
9075,Frankford,19945,07/12/2017,PV,residential,7540,,,,30461.00,1000.00,rooftop,lease,Unpaid
9079,Ocean View,19970,11/06/2017,PV,residential,5500,,,,28900.00,2750.00,rooftop,owned,Paid
9083,Newark,19702,07/12/2017,PV,residential,1040,,,,14705.00,572.00,rooftop,lease,Unpaid
9085,Camden,19934,08/08/2017,PV,residential,8060,,,,100838.00,1000.00,rooftop,lease,Unpaid
9086,Townsend,19734,08/08/2017,PV,residential,8320,,,,33612.00,1000.00,rooftop,lease,Unpaid
9089,Rehoboth Beach,19971,02/27/2017,PV,residential,8840,,,,35714.00,1000.00,rooftop,lease,Paid
9090,Felton,19943,05/02/2017,PV,residential,8060,,,,32562.00,1000.00,rooftop,lease,Paid
9092,Wilmington,19804,02/15/2017,PV,residential,2565,,,,9054.00,1000.00,rooftop,lease,Unpaid
9093,Lewes,19958,02/15/2017,Geothermal,residential,,4,,,23750.00,3000.00,,,Paid
9094,Wilmington,19808,08/08/2017,PV,residential,5460,,,,22058.00,1000.00,rooftop,lease,Unpaid
9095,Newark,19702,07/12/2017,PV,residential,6760,,,,43804.00,3000.00,rooftop,owned,Paid
9097,Seaford,19973,08/08/2017,PV,residential,5200,,,,42016.00,1000.00,rooftop,lease,Unpaid
9098,Milton DE 19968,19968,05/02/2017,PV,residential,3360,,,,10951.00,1680.00,rooftop,owned,Paid
9100,Hockessin,19707,02/21/2017,Geothermal,residential,,3.5,,,10000.00,2650.00,,,Paid
9102,Lewes,19958,04/27/2017,PV,residential,7700,,,,24640.00,3000.00,rooftop,owned,Paid
9106,Newark,19711,08/03/2017,PV,residential,3920,,,,29411.00,1000.00,rooftop,lease,Unpaid
9107,Hockessin,19707,08/17/2017,PV,residential,24120,,,,62665.00,3000.00,rooftop,owned,Paid
9109,Wilmington,19803,07/28/2017,PV,non_profit,46750,,,,151938.00,38812.50,rooftop,owned,Paid
9112,Bethany Beach,19930,04/26/2017,PV,residential,11000,,,,34150.00,3000.00,rooftop,owned,Paid
9115,Hartly,19953,10/19/2017,PV,residential,7280,,,,26491.00,3000.00,rooftop,owned,Paid
9117,Wilmington,19807,07/05/2017,PV,residential,30800,,,,92106.00,3000.00,ground,owned,Paid
9130,LEWES,19958,03/03/2017,Geothermal,residential,,6,,,30250.00,4400.00,,,Paid
9132,Lewes,19958,03/03/2017,Geothermal,residential,,6,,,32100.00,4400.00,,,Paid
9140,Rehoboth Beach,19971,08/14/2017,PV,residential,8800,,,,26428.00,3000.00,rooftop,owned,Unpaid
9142,Middletown,19709,05/18/2017,PV,residential,5500,,,,18975.00,2750.00,rooftop,owned,Paid
9144,Rehoboth Beach,19971,01/12/2018,PV,residential,5130,,,,36936.00,2565.00,rooftop,owned,Paid
9149,Rehoboth Beach,19971,05/10/2019,PV,residential,8800,,,,44000.00,3000.00,rooftop,owned,Paid
9156,Wilmington,19803,03/16/2017,PV,residential,9000,,,,22000.00,3000.00,rooftop,owned,Paid
9159,Bear,19701,11/16/2017,PV,residential,6720,,,,21986.00,3000.00,rooftop,owned,Paid
9164,Selbyville,19975,11/16/2017,PV,residential,18700,,,,60758.00,3000.00,ground,owned,Paid
9167,Rehoboth Beach,19971,07/31/2017,PV,residential,7290,,,,21123.00,3000.00,rooftop,owned,Paid
9169,Georgetown,19947,04/16/2017,PV,residential,6720,,,,12106.00,3000.00,rooftop,owned,Paid
9171,Lewes,19958,03/21/2017,Geothermal,residential,,6,,,30250.00,4400.00,,,Paid
9175,South Bethany,19930,04/20/2017,PV,residential,5720,,,,16332.00,2894.00,rooftop,owned,Paid
9180,New Castle,19720,06/06/2017,PV,residential,2800,,,,15500.00,1400.00,rooftop,owned,Paid
9181,Milton,19968,05/11/2017,PV,residential,5900,,,,15400.00,2950.00,rooftop,owned,Paid
9183,Middletown,19709,08/29/2017,PV,residential,13440,,,,36750.00,3000.00,ground,owned,Paid
9185,Bear,19701,02/16/2021,PV,residential,6090,,,,21410.00,4263.00,rooftop,owned,Unpaid
9187,Newark,19702,07/22/2017,PV,residential,10080,,,,29000.00,3000.00,rooftop,owned,Paid
9191,Rehoboth Beach,19971,12/19/2017,PV,residential,7280,,,,24369.00,3000.00,rooftop,owned,Paid
9196,Bridgville,19933,02/09/2018,PV,residential,5040,,,,17236.00,2520.00,rooftop,owned,Paid
9198,Bear,19701,08/17/2017,PV,residential,20475,,,,65162.00,3000.00,rooftop,owned,Paid
9202,Lewes,19958,04/18/2017,PV,non_profit,31625,,,,158125.00,27468.80,rooftop,owned,Paid
9204,Wilmington,19808,04/19/2017,PV,residential,10030,,,,23000.00,3000.00,rooftop,owned,Paid
9215,Dover,19901,05/05/2017,PV,residential,14160,,,,37510.00,3000.00,rooftop,owned,Paid
9218,Ocean View,19970,08/07/2017,PV,residential,6785,,,,16000.00,3000.00,rooftop,owned,Paid
9219,Ocean View,19970,01/25/2018,PV,residential,6050,,,,30800.00,3000.00,rooftop,owned,Paid
9223,WILMINGTON,19807,04/18/2017,Geothermal,residential,,3,,,21390.00,2300.00,,,Paid
9224,Harbeson,19951,06/06/2017,PV,residential,10725,,,,43436.00,3000.00,rooftop,owned,Paid
9225,Annapolis,21012,04/23/2017,PV,residential,5000,,,,6120.00,2500.00,rooftop,owned,Unpaid
9228,Rehoboth Beach,19971,07/28/2017,PV,residential,9900,,,,30195.00,3000.00,rooftop,owned,Paid
9229,Rehoboth Beach,19971,04/27/2017,Geothermal,residential,,6,,,36000.00,4400.00,,,Paid
9231,Newark,19702,06/28/2017,PV,residential,7560,,,,39500.00,3000.00,rooftop,owned,Paid
9232,Middletown,19709,06/07/2017,PV,residential,5101.4,,,,24219.00,2550.70,rooftop,owned,Paid
9233,Townsend,19734,06/19/2017,PV,residential,4960,,,,16499.00,2480.00,rooftop,owned,Paid
9235,Ocean View,19970,12/26/2018,PV,residential,6050,,,,29900.00,3000.00,rooftop,owned,Paid
9238,Millsboro,19966,09/05/2017,PV,non_residential,45650,,,,228250.00,3000.00,rooftop,owned,Paid
9241,Newark,19711,05/22/2017,PV,residential,12600,,,,44226.00,3000.00,rooftop,owned,Paid
9244,Milford,19963,01/04/2019,PV,residential,11800,,,,27500.00,3000.00,rooftop,owned,Paid
9246,newark,19713,05/30/2017,PV,residential,13860,,,,51106.00,3000.00,rooftop,owned,Unpaid
9248,Bear,19701,07/07/2017,PV,residential,5490,,,,14700.00,2745.00,rooftop,owned,Paid
9249,Harbeson,19951,06/14/2017,PV,residential,7830,,,,17750.00,3000.00,rooftop,owned,Paid
9250,Bear,19701,07/16/2017,PV,residential,13200,,,,34677.00,3000.00,rooftop,owned,Paid
9251,Bear,19701-2206,06/12/2017,Geothermal,residential,,5,,,45863.00,3700.00,,,Paid
9252,Newark,19711,08/07/2017,PV,residential,9300,,,,59388.00,1000.00,rooftop,ppa,Paid
9253,Wilmington,19810,07/19/2017,PV,residential,9900,,,,27720.00,3000.00,rooftop,owned,Paid
9254,Rehoboth Beach DE,19971,07/07/2017,PV,residential,11895,,,,36500.00,3000.00,rooftop,owned,Paid
9255,Newark,19711,10/11/2017,PV,residential,7015,,,,23604.00,3000.00,rooftop,owned,Unpaid
9256,Camden,19934,06/19/2017,PV,non_profit,49950,,,,117561.00,41212.50,rooftop,owned,Paid
9258,Middletown,19709,09/07/2017,PV,residential,6900,,,,18528.00,3000.00,rooftop,owned,Paid
9260,Middletown,19709,07/12/2017,PV,residential,22320,,,,65189.00,3000.00,ground,owned,Paid
9261,Hockessin,19707,07/12/2017,PV,residential,8680,,,,24481.00,3000.00,rooftop,owned,Paid
9262,Rehoboth Beach,19971,12/07/2018,PV,residential,7150,,,,34800.00,3000.00,rooftop,owned,Paid
9263,Lewes,19958,09/26/2017,PV,residential,7150,,,,26098.00,3000.00,rooftop,owned,Paid
9264,Rehoboth Beach,19971,01/17/2018,PV,non_profit,9900,,,,33660.00,11175.00,ground,owned,Paid
9265,Rehoboth,19970,08/28/2017,PV,residential,3575,,,,40755.00,1787.50,rooftop,owned,Paid
9266,Ocean View,19970,02/13/2018,PV,residential,6600,,,,28700.00,3000.00,rooftop,owned,Paid
9267,Ocean View,19970,01/28/2019,PV,residential,5775,,,,28200.00,2887.50,rooftop,owned,Paid
9268,Bethany Beach,19930,01/03/2018,PV,residential,5500,,,,29500.00,2750.00,rooftop,owned,Paid
9269,Fenwick,19944,04/17/2018,PV,residential,9350,,,,28518.00,3000.00,rooftop,owned,Paid
9271,Lewes,19958,10/25/2017,PV,residential,10450,,,,31873.00,3000.00,rooftop,owned,Paid
9272,Ocean View,19970,01/25/2018,PV,residential,5500,,,,26900.00,2750.00,rooftop,owned,Paid
9276,Townsend,19734,08/14/2017,PV,residential,10560,,,,23500.00,3000.00,rooftop,owned,Paid
9279,Bear,19701,08/11/2017,PV,residential,4200,,,,44844.00,1000.00,rooftop,lease,Paid
9280,Rehoboth Beach,19971,09/07/2017,PV,residential,5500,,,,18975.00,2750.00,rooftop,owned,Paid
9282,Hockessin,19707,09/12/2017,PV,residential,13020,,,,36927.00,3000.00,rooftop,owned,Paid
9283,Wilmington,19803,07/21/2017,PV,residential,5600,,,,19900.00,2800.00,rooftop,owned,Paid
9285,Bridgeville,19933,08/11/2017,PV,residential,10800,,,,22500.00,3000.00,rooftop,owned,Unpaid
9296,Rehoboth Beach,19971,08/16/2017,PV,residential,13630,,,,29500.00,3000.00,rooftop,owned,Paid
9298,Ocean View,19970,12/18/2018,PV,residential,6050,,,,29500.00,3000.00,rooftop,owned,Paid
9300,Middletown,19709,08/15/2017,PV,residential,12025,,,,34257.00,3000.00,rooftop,owned,Paid
9302,Bethany Beach,19930,10/11/2017,PV,residential,6600,,,,33660.00,3000.00,rooftop,owned,Paid
9303,Middletown,19709,02/19/2018,PV,residential,19320,,,,56265.00,3000.00,ground,owned,Paid
9306,Newark,19702,08/25/2017,PV,residential,8260,,,,20650.00,3000.00,rooftop,owned,Paid
9308,Middletown,19709,09/01/2017,PV,residential,8700,,,,37500.00,3000.00,rooftop,owned,Paid
9309,Rehoboth Beach,19971,10/20/2017,PV,residential,7840,,,,42350.00,3000.00,rooftop,owned,Paid
9311,New Castle,19720,12/18/2017,PV,residential,14700,,,,28756.00,3000.00,rooftop,owned,Paid
9313,Rehoboth Beach,19971,03/15/2018,PV,residential,9350,,,,28518.00,3000.00,rooftop,owned,Paid
9314,Middletown,19709,09/07/2017,PV,residential,8700,,,,23808.00,3000.00,rooftop,owned,Paid
9315,Milford,19963,09/15/2017,PV,residential,12470,,,,27500.00,3000.00,rooftop,owned,Paid
9316,Ocean View,19970,09/04/2018,PV,residential,6090,,,,14000.00,3000.00,rooftop,owned,Paid
9318,Middletown,19709,11/16/2017,PV,residential,11200,,,,32305.00,3000.00,ground,owned,Paid
9319,Ocean View,19970,11/27/2018,PV,residential,6050,,,,29900.00,3000.00,rooftop,owned,Paid
9320,Ocean View,19970,02/01/2018,PV,residential,4675,,,,29500.00,2571.25,rooftop,owned,Paid
9321,Ocean View,19970,01/25/2018,PV,residential,5500,,,,26900.00,2750.00,rooftop,owned,Paid
9322,Harbeson,19951,04/19/2018,PV,residential,9900,,,,33660.00,3000.00,rooftop,owned,Paid
9323,Ocean View,19970,09/13/2017,PV,residential,12760,,,,27000.00,3000.00,rooftop,owned,Paid
9324,Ocean View,19970,11/28/2018,PV,residential,6050,,,,30800.00,3000.00,rooftop,owned,Paid
9325,Ocean View,19970,09/12/2017,PV,residential,6490,,,,15000.00,3000.00,rooftop,owned,Paid
9326,Newark,19702,09/19/2017,PV,residential,8700,,,,19250.00,3000.00,rooftop,owned,Paid
9331,Milton,19968,09/13/2017,PV,residential,3850,,,,14438.00,1069.50,rooftop,owned,Paid
9334,Newark,19711,09/19/2017,PV,residential,13020,,,,34315.00,3000.00,rooftop,owned,Paid
9335,Rehoboth Beach,19971,10/20/2017,PV,residential,4960,,,,12600.00,2480.00,rooftop,owned,Paid
9336,Ocean View,19970,12/10/2018,PV,residential,6600,,,,30800.00,3000.00,rooftop,owned,Paid
9337,Ocean View,19970,12/03/2018,PV,residential,6050,,,,29500.00,3000.00,rooftop,owned,Unpaid
9338,Ocean View,19970,01/22/2019,PV,residential,3025,,,,29500.00,1512.50,rooftop,owned,Paid
9344,Ocean View,19970,12/12/2018,PV,residential,5775,,,,29500.00,2887.50,rooftop,owned,Paid
9346,Felton,19943,11/09/2017,PV,residential,12000,,,,28883.00,3000.00,rooftop,owned,Paid
9348,Ocean View,19970,12/07/2018,PV,residential,6050,,,,29500.00,3000.00,rooftop,owned,Paid
9349,Middletown,19709,10/09/2017,PV,residential,5800,,,,14268.00,2900.00,rooftop,owned,Paid
9350,Lewes,19958,02/20/2018,PV,residential,9520,,,,29036.00,3000.00,rooftop,owned,Paid
9351,Lewes,19958,11/20/2017,PV,residential,6960,,,,16000.00,3000.00,rooftop,owned,Paid
9353,Wilmington,19810,09/29/2017,PV,residential,12900,,,,39990.00,3000.00,rooftop,owned,Paid
9355,Middletown,19709,11/28/2017,PV,residential,3600,,,,9000.00,1800.00,rooftop,owned,Paid
9356,Middletown,19709,10/09/2017,PV,residential,7800,,,,17940.00,3000.00,rooftop,owned,Paid
9357,Milton,19968,02/12/2019,PV,residential,6720,,,,21450.00,3000.00,rooftop,owned,Unpaid
9358,Rehoboth Beach,19971,04/17/2018,PV,residential,840,,,,38010.00,420.00,rooftop,owned,Paid
9359,Milton,19968,10/16/2017,PV,residential,5600,,,,19236.00,2800.00,rooftop,owned,Paid
9361,Wilmington,19803,10/11/2017,PV,residential,6440,,,,22016.00,3000.00,rooftop,owned,Unpaid
9362,Milton,19968,11/09/2017,PV,residential,13920,,,,29950.00,3000.00,rooftop,owned,Paid
9363,Ocean View,19970,11/28/2018,PV,residential,5225,,,,26900.00,2612.50,rooftop,owned,Paid
9364,Rehoboth Beach,19971,11/20/2017,PV,residential,6090,,,,15500.00,3000.00,rooftop,owned,Paid
9365,Ocean View,19970,12/14/2018,PV,residential,5225,,,,26900.00,2612.50,rooftop,owned,Paid
9366,Hockessin,19707,11/16/2017,PV,residential,10915,,,,23733.00,3000.00,rooftop,owned,Paid
9367,Newark,19711,12/27/2017,PV,residential,7695,,,,25500.00,3000.00,rooftop,owned,Paid
9368,Newark,19711,10/31/2017,PV,non_profit,15120,,,,35293.00,15090.00,rooftop,owned,Paid
9369,Wilmington,19804,01/11/2018,PV,residential,10200,,,,23529.00,3000.00,rooftop,owned,Paid
9370,Bear,19701,02/07/2018,PV,residential,5700,,,,29925.00,2850.00,rooftop,owned,Paid
9371,Newark,19702,02/15/2018,PV,residential,7410,,,,37421.00,3000.00,ground,owned,Paid
9372,Wilmington,19808,02/15/2018,PV,residential,5985,,,,31421.00,2992.50,rooftop,owned,Paid
9373,Newark,19702,02/15/2018,PV,residential,6840,,,,34200.00,3000.00,rooftop,owned,Paid
9374,Lewes,19958,10/26/2017,PV,non_residential,18630,,,,53338.00,3000.00,rooftop,owned,Paid
9376,Dewey Beach,19971,12/20/2017,PV,residential,10260,,,,27000.00,3000.00,rooftop,owned,Paid
9377,Middletown,19709,04/03/2018,PV,residential,6885,,,,17200.00,3000.00,rooftop,owned,Paid
9381,Middletown,19709,03/07/2018,PV,residential,12350,,,,34658.00,3000.00,rooftop,owned,Paid
9382,Rehoboth Beach,19971,03/15/2018,PV,residential,8680,,,,26908.00,3000.00,rooftop,owned,Paid
9384,Claymont,19703,12/01/2017,PV,residential,7245,,,,20130.00,3000.00,rooftop,owned,Paid
9385,Ocean View,19970,11/30/2017,PV,residential,10585,,,,34500.00,3000.00,rooftop,owned,Paid
9386,Ocean View,19970,04/22/2019,PV,residential,5775,,,,29500.00,2887.50,rooftop,owned,Paid
9387,Ocean View,19970,01/31/2019,PV,residential,4480,,,,23900.00,2240.00,rooftop,owned,Paid
9388,Bear,19701,12/21/2017,PV,residential,4845,,,,20500.00,2422.50,rooftop,owned,Paid
9389,Newark,19702,12/21/2017,PV,residential,6840,,,,35042.00,3000.00,rooftop,owned,Paid
9390,Ocean View,19970,04/22/2019,PV,residential,5040,,,,25900.00,2520.00,rooftop,owned,Paid
9391,Ocean View,19970,11/29/2018,PV,residential,5320,,,,28200.00,2660.00,rooftop,owned,Paid
9396,Middletown,19709,12/08/2017,PV,residential,10080,,,,26006.00,3000.00,rooftop,owned,Paid
9398,Ocean View,19970,12/13/2017,PV,residential,5500,,,,28900.00,2750.00,rooftop,owned,Paid
9399,Smyrna,19977,12/07/2017,PV,residential,13200,,,,32500.00,3000.00,rooftop,owned,Paid
9400,Newark,19702,01/03/2018,PV,residential,5700,,,,23480.00,2850.00,rooftop,owned,Paid
9401,Middletown,19709,12/12/2017,PV,residential,10050,,,,26834.00,3000.00,rooftop,owned,Paid
9402,Rehoboth Beach,19971,12/05/2017,PV,residential,7830,,,,17900.00,3000.00,rooftop,owned,Paid
9403,Rehoboth Beach,19971,02/20/2018,PV,residential,8400,,,,18000.00,3000.00,rooftop,owned,Paid
9407,Lewes,19958,02/14/2018,PV,residential,10080,,,,30744.00,3000.00,ground,owned,Paid
9408,Ocean View,19970,04/22/2019,PV,residential,5600,,,,29500.00,2800.00,rooftop,owned,Paid
9409,Ocean View,19970,11/28/2018,PV,residential,5775,,,,29500.00,2887.50,rooftop,owned,Paid
9410,Lewes,19958,02/12/2018,PV,non_profit,49280,,,,138765.00,40710.00,rooftop,owned,Paid
9411,Hockessin,19707,12/20/2017,Geothermal,residential,,7,,,60000.00,5000.00,,,Paid
9414,Townsend,19734,02/19/2018,PV,residential,8400,,,,24108.00,3000.00,ground,owned,Paid
9416,Rehoboth Beach,19971,02/07/2018,PV,residential,8400,,,,29369.00,3000.00,rooftop,owned,Paid
9417,Bear,19701,03/05/2018,PV,residential,7830,,,,9500.00,3000.00,rooftop,owned,Paid
9418,Newark,19702,12/15/2017,PV,residential,4480,,,,16037.00,2240.00,rooftop,owned,Paid
9419,New Castle,19720,02/15/2018,PV,residential,6840,,,,38000.00,3000.00,rooftop,owned,Paid
9420,Middletown,19709,12/22/2017,PV,residential,6365,,,,19000.00,3000.00,rooftop,owned,Paid
9422,Ocean View,19970,06/13/2018,Geothermal,residential,,10,,,61500.00,5000.00,,,Paid
9423,Harrington,19952,12/19/2017,PV,residential,10050,,,,29235.00,3000.00,rooftop,owned,Paid
9424,Bear,19701,02/15/2018,PV,residential,9975,,,,48378.00,3000.00,rooftop,owned,Paid
9425,Middletown,19709,01/23/2018,PV,residential,13020,,,,37152.00,3000.00,rooftop,owned,Paid
9426,Wilmington,19810,08/27/2018,PV,residential,5700,,,,29925.00,2850.00,rooftop,owned,Paid
9427,Newark,19713,01/02/2018,PV,residential,3360,,,,24500.00,1848.00,rooftop,owned,Paid
9428,Wilmington,19806,01/08/2018,PV,non_profit,5700,,,,18645.00,8025.00,rooftop,owned,Paid
